chr,strand,geneSymbol,GeneID,Event,Algorithm,FDR,PValue,dPSI,M,PSI_1,PSI_2,Event_info,Annotation_leafcutter,Cutoff_dPSI,Event_type,Junc_coords,PdPSI
chr13,-,KLHL1,ENSG00000150361.12,ENSG00000150361.12:t:69975620-69975802,majiq,NA,NA,-0.517284704287291,,0.47,0.998,LSV Type:t|1e1.1o3|1e2.1o2|Exons coords:69975620-69975802;70106604-70106747;70107203-70108493|IR coords:,,0.3,ES,69975802-70107203,0.999999999478584
chr13,-,KLHL1,ENSG00000150361.12,ENSG00000150361.12:t:69975620-69975802,majiq,NA,NA,0.517284704287292,,0.53,0.002,LSV Type:t|1e1.1o3|1e2.1o2|Exons coords:69975620-69975802;70106604-70106747;70107203-70108493|IR coords:,,0.3,ES,69975802-70106604,0.999999999478585
chr4,+,WDR17,ENSG00000150627.15,ENSG00000150627.15:s:176065834-176066199,majiq,NA,NA,0.480034290030088,,0.611,0.142,LSV Type:s|1e1.1o1|1e2.1o5|2e2.1o5|1e3.1o5|Exons coords:176065834-176066199;176068220-176068386;176096463-176096585;176111575-176111703|IR coords:,,0.3,A5SS_ES,176066079-176096463,0.977708405681449
chr4,+,WDR17,ENSG00000150627.15,ENSG00000150627.15:s:176065834-176066199,majiq,NA,NA,-0.431780751224988,,0.302,0.73,LSV Type:s|1e1.1o1|1e2.1o5|2e2.1o5|1e3.1o5|Exons coords:176065834-176066199;176068220-176068386;176096463-176096585;176111575-176111703|IR coords:,,0.3,A5SS_ES,176066079-176111575,0.912708896405763
chr3,-,CLASP2,ENSG00000163539.17,ENSG00000163539.17:t:33560808-33560971,majiq,NA,NA,-0.359244577808799,,0.529,0.884,LSV Type:t|2e1.1o5|2e2.1o1|2e3.1o1|Exons coords:33560808-33560971;33563964-33563966;33566732-33566734;33570727-33570790|IR coords:,,0.3,ES,33560971-33570727,0.902089780807101
chr11,+,CEP57,ENSG00000166037.11,ENSG00000166037.11:t:95795516-95795559,majiq,NA,NA,-0.507666473870663,,0.439,0.932,LSV Type:t|1e1.2o6|1e2.1o4|1e2.3o4|Exons coords:95790461-95790743;95794221-95794533;95795516-95795559|IR coords:,,0.3,A5SS_ES,95790743-95795516,0.98152338666459
chr4,+,LARP7,ENSG00000174720.16,ENSG00000174720.16:s:112637107-112637239,majiq,NA,NA,0.461425795626078,,0.484,0.033,LSV Type:s|1e1.1o1|1e2.1o3|1e3.1o6|Exons coords:112637107-112637239;112637644-112638020;112638618-112638673;112644668-112644871|IR coords:,,0.3,ES,112637239-112637644,0.999588358541953
chr4,+,LARP7,ENSG00000174720.16,ENSG00000174720.16:s:112637107-112637239,majiq,NA,NA,-0.443842949214674,,0.516,0.952,LSV Type:s|1e1.1o1|1e2.1o3|1e3.1o6|Exons coords:112637107-112637239;112637644-112638020;112638618-112638673;112644668-112644871|IR coords:,,0.3,ES,112637239-112644668,0.997840981902567
chr5,-,ARL15,ENSG00000185305.11,ENSG00000185305.11:s:54310432-54310582,majiq,NA,NA,0.465292697562545,,0.526,0.068,LSV Type:s|1e1.1o2|1e2.1o2|1e3.1o5|1e4.1o3|1e5.1o6|Exons coords:54113133-54113410;54154391-54154639;54171784-54171928;54285341-54285358;54307888-54307946;54310432-54310582|IR coords:,,0.3,ES,54307946-54310432,0.999964174644813
chr5,-,ARL15,ENSG00000185305.11,ENSG00000185305.11:s:54310432-54310582,majiq,NA,NA,-0.401373214370039,,0.337,0.732,LSV Type:s|1e1.1o2|1e2.1o2|1e3.1o5|1e4.1o3|1e5.1o6|Exons coords:54113133-54113410;54154391-54154639;54171784-54171928;54285341-54285358;54307888-54307946;54310432-54310582|IR coords:,,0.3,ES,54171928-54310432,0.972127209243427
chr5,-,ARL15,ENSG00000185305.11,ENSG00000185305.11:t:54171784-54171928,majiq,NA,NA,-0.42368843857973,,0.33,0.739,LSV Type:t|1e1.1o5|1e2.1o2|1e3.1o4|1e4.1o1|1e5.1o1|Exons coords:54171784-54171928;54282271-nan;54285341-54285358;54307888-54307946;54310295-54310415;54310432-54310582|IR coords:,,0.3,ES,54171928-54310432,0.994414332425132
chr5,-,ARL15,ENSG00000185305.11,ENSG00000185305.11:t:54171784-54171928,majiq,NA,NA,0.428938631669754,,0.44,0.014,LSV Type:t|1e1.1o5|1e2.1o2|1e3.1o4|1e4.1o1|1e5.1o1|Exons coords:54171784-54171928;54282271-nan;54285341-54285358;54307888-54307946;54310295-54310415;54310432-54310582|IR coords:,,0.3,ES,54171928-54307888,0.999903786322835
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:s:30935163-30935304,majiq,NA,NA,0.495017793911286,,0.864,0.384,LSV Type:s|1e1.1o1|1e2.1o2|1e3.1o3|1e4.1o5|Exons coords:30912007-30912311;30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.3,ES,30929311-30935163,0.999999509165825
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:s:30935163-30935304,majiq,NA,NA,-0.480673758130867,,0.127,0.593,LSV Type:s|1e1.1o1|1e2.1o2|1e3.1o3|1e4.1o5|Exons coords:30912007-30912311;30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.3,ES,30913657-30935163,0.999996950840306
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:t:30913524-30913657,majiq,NA,NA,-0.539751188915657,,0.138,0.665,LSV Type:t|1e1.1o4|1e2.1o3|1e3.1o1|Exons coords:30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.3,ES,30913657-30935163,0.999999998246921
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:t:30913524-30913657,majiq,NA,NA,0.419868537234558,,0.665,0.256,LSV Type:t|1e1.1o4|1e2.1o3|1e3.1o1|Exons coords:30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.3,ES,30913657-30929201,0.992475681060833
chr7,+,ABCB8,ENSG00000197150.12,ENSG00000197150.12:s:151028422-151028610,majiq,NA,NA,0.438787357274843,,0.453,0.014,LSV Type:s|1e1.3o4|1e1.4o4|1e2.1o2|1e3.1o3|1e4.1o1|1e5.1o6|1e6.1o4|i|Exons coords:151028422-151028610;151028611-151028656;151028657-151028987;151031241-151031626;151032844-151033242;151033443-151033604;151033605-151033917;151034273-151034428|IR coords:151028611-151028656,,0.3,A3SS_ES,151028610-151031241,0.999940297381727
chr7,+,ABCB8,ENSG00000197150.12,ENSG00000197150.12:s:151028422-151028610,majiq,NA,NA,-0.395583418832392,,0.494,0.882,LSV Type:s|1e1.3o4|1e1.4o4|1e2.1o2|1e3.1o3|1e4.1o1|1e5.1o6|1e6.1o4|i|Exons coords:151028422-151028610;151028611-151028656;151028657-151028987;151031241-151031626;151032844-151033242;151033443-151033604;151033605-151033917;151034273-151034428|IR coords:151028611-151028656,,0.3,A3SS_ES,151028610-151033605,0.98343712830712
chr7,+,ABCB8,ENSG00000197150.12,ENSG00000197150.12:t:151033605-151033917,majiq,NA,NA,-0.401958909920442,,0.538,0.932,LSV Type:t|1e1.1o8|1e2.1o4|1e2.2o4|1e2.4o4|1e3.1o3|1e4.3o6|Exons coords:151028422-151028610;151028657-151028987;151031241-151031626;151032844-151033242;151033605-151033917|IR coords:,,0.3,A5SS_ES,151028610-151033605,0.990750217309353
chr7,+,ABCB8,ENSG00000197150.12,ENSG00000197150.12:t:151033605-151033917,majiq,NA,NA,0.397382942697032,,0.411,0.012,LSV Type:t|1e1.1o8|1e2.1o4|1e2.2o4|1e2.4o4|1e3.1o3|1e4.3o6|Exons coords:151028422-151028610;151028657-151028987;151031241-151031626;151032844-151033242;151033605-151033917|IR coords:,,0.3,A5SS_ES,151031291-151033605,0.993061587201103
chr17,+,LINC02210,ENSG00000204650.14,ENSG00000204650.14:t:45645671-45655156,majiq,NA,NA,0.476862800975753,,0.489,0.001,LSV Type:t|2e1.1o15|3e1.1o15|2e1.9o15|2e1.11o15|2e1.13o15|2e2.2o3|2e3.5o6|2e4.1o5|2e4.2o5|2e4.4o5|2e5.1o2|2e6.1o4|2e6.2o4|Exons coords:45629904-45630456;45630485-45630606;45636283-45636505;45637201-45637959;45638975-45639520;45640362-45642303;45645671-45655156|IR coords:,,0.3,A5SS_A3SS_ES,45630318-45645901,0.999971051307449
chr8,-,PDE7A,ENSG00000205268.11,ENSG00000205268.11:t:65779720-65779803,majiq,NA,NA,-0.484086294980676,,0.499,0.993,LSV Type:t|1e1.1o2|1e2.1o1|Exons coords:65779720-65779803;65780844-65780947;65782783-65782843|IR coords:,,0.3,ES,65779803-65782783,0.999999414435391
chr8,-,PDE7A,ENSG00000205268.11,ENSG00000205268.11:t:65779720-65779803,majiq,NA,NA,0.484086294980678,,0.501,0.007,LSV Type:t|1e1.1o2|1e2.1o1|Exons coords:65779720-65779803;65780844-65780947;65782783-65782843|IR coords:,,0.3,ES,65779803-65780844,0.999999414435391
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:s:41748293-41748586,majiq,NA,NA,0.53921646284743,,0.753,0.225,LSV Type:s|1e1.1o1|1e2.1o3|Exons coords:41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.3,ES,41748586-41749200,0.997365551138121
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:s:41748293-41748586,majiq,NA,NA,-0.539216462847428,,0.247,0.775,LSV Type:s|1e1.1o1|1e2.1o3|Exons coords:41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.3,ES,41748586-41794205,0.997365551138122
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:t:41794205-41794339,majiq,NA,NA,-0.451049200619174,,0.202,0.644,LSV Type:t|1e1.1o2|1e2.1o1|1e3.1o1|Exons coords:nan-41750397;41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.3,ES,41748586-41794205,0.970266210302319
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:t:41794205-41794339,majiq,NA,NA,0.491779332059981,,0.76,0.282,LSV Type:t|1e1.1o2|1e2.1o1|1e3.1o1|Exons coords:nan-41750397;41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.3,ES,41749342-41794205,0.991803568138888
chr5,+,AC136604.3,ENSG00000250999.2,ENSG00000250999.2:s:179658225-179658481,majiq,NA,NA,0.58666667909225,,0.704,0.133,LSV Type:s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o2|1e3.1o1|1e4.1o2|Exons coords:179658225-179658481;179662657-179663103;179664323-179665136;179669509-179669519;179674015-179674025|IR coords:,,0.3,A3SS_ES,179658481-179664323,0.999837599919821
chr4,+,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:s:41619188-41620294,majiq,NA,NA,0.783573435168881,,0.882,0.118,LSV Type:s|2e1.1o1|2e2.1o2|2e3.1o2|Exons coords:41619188-41620294;41620424-41620690;41638932-41638967;41644500-41644626|IR coords:,,0.4,ES,41619440-41638932,0.999999999999994
chr4,+,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:s:41619188-41620294,majiq,NA,NA,-0.782929718542348,,0.117,0.88,LSV Type:s|2e1.1o1|2e2.1o2|2e3.1o2|Exons coords:41619188-41620294;41620424-41620690;41638932-41638967;41644500-41644626|IR coords:,,0.4,ES,41619440-41644500,0.999999999999999
chr4,+,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:t:41644500-41644626,majiq,NA,NA,-0.782117287004518,,0.109,0.874,LSV Type:t|1e1.2o6|1e2.1o1|Exons coords:41619188-41620294;41638932-41638967;41644500-41644626|IR coords:,,0.4,ES,41619440-41644500,1
chr4,+,LIMCH1,ENSG00000064042.18,ENSG00000064042.18:t:41644500-41644626,majiq,NA,NA,0.78211728700452,,0.891,0.126,LSV Type:t|1e1.2o6|1e2.1o1|Exons coords:41619188-41620294;41638932-41638967;41644500-41644626|IR coords:,,0.4,ES,41638967-41644500,1
chr4,+,EVC,ENSG00000072840.13,ENSG00000072840.13:s:5733351-5733435,majiq,NA,NA,0.589960218664849,,0.606,0.014,LSV Type:s|1e1.1o1|1e2.1o2|Exons coords:5733351-5733435;5741334-5741441;5741716-5741814|IR coords:,,0.4,ES,5733435-5741334,0.990120086507874
chr4,+,EVC,ENSG00000072840.13,ENSG00000072840.13:s:5733351-5733435,majiq,NA,NA,-0.589960218664847,,0.394,0.986,LSV Type:s|1e1.1o1|1e2.1o2|Exons coords:5733351-5733435;5741334-5741441;5741716-5741814|IR coords:,,0.4,ES,5733435-5741716,0.990120086507874
chr5,-,SKP1,ENSG00000113558.19,ENSG00000113558.19:t:134174462-134174765,majiq,NA,NA,-0.49356918387063,,0.493,0.977,LSV Type:t|1e1.1o6|1e2.2o4|1e3.7o7|1e3.5o7|1e3.2o7|Exons coords:134174462-134174765;134174765-134175570;134176144-134176719;134176855-134176964|IR coords:,,0.4,A5SS_ES,134174514-134176855,0.988457056913011
chr1,+,LRRC42,ENSG00000116212.15,ENSG00000116212.15:t:53951986-53952472,majiq,NA,NA,0.498057266823103,,0.646,0.159,LSV Type:t|1e1.1o3|1e2.1o1|1e3.1o1|Exons coords:53946350-53946549;53947788-53947821;53947862-53947981;53951986-53952472|IR coords:,,0.4,ES,53947981-53951986,0.982376447666176
chr13,-,KLHL1,ENSG00000150361.12,ENSG00000150361.12:s:70107203-70108493,majiq,NA,NA,0.45484363903826,,0.471,0.02,LSV Type:s|1e1.1o1|1e2.1o2|1e3.1o3|Exons coords:69961308-69961444;69975620-69975802;70106604-70106747;70107203-70108493|IR coords:,,0.4,ES,70106747-70107203,0.900543595794712
chr13,-,KLHL1,ENSG00000150361.12,ENSG00000150361.12:t:69975620-69975802,majiq,NA,NA,-0.517284704287291,,0.47,0.998,LSV Type:t|1e1.1o3|1e2.1o2|Exons coords:69975620-69975802;70106604-70106747;70107203-70108493|IR coords:,,0.4,ES,69975802-70107203,0.998309519296562
chr13,-,KLHL1,ENSG00000150361.12,ENSG00000150361.12:t:69975620-69975802,majiq,NA,NA,0.517284704287292,,0.53,0.002,LSV Type:t|1e1.1o3|1e2.1o2|Exons coords:69975620-69975802;70106604-70106747;70107203-70108493|IR coords:,,0.4,ES,69975802-70106604,0.998309519296562
chr5,-,ARL15,ENSG00000185305.11,ENSG00000185305.11:s:54310432-54310582,majiq,NA,NA,0.465292697562545,,0.526,0.068,LSV Type:s|1e1.1o2|1e2.1o2|1e3.1o5|1e4.1o3|1e5.1o6|Exons coords:54113133-54113410;54154391-54154639;54171784-54171928;54285341-54285358;54307888-54307946;54310432-54310582|IR coords:,,0.4,ES,54307946-54310432,0.936497588525367
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:s:30935163-30935304,majiq,NA,NA,0.495017793911286,,0.864,0.384,LSV Type:s|1e1.1o1|1e2.1o2|1e3.1o3|1e4.1o5|Exons coords:30912007-30912311;30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.4,ES,30929311-30935163,0.980857827158284
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:s:30935163-30935304,majiq,NA,NA,-0.480673758130867,,0.127,0.593,LSV Type:s|1e1.1o1|1e2.1o2|1e3.1o3|1e4.1o5|Exons coords:30912007-30912311;30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.4,ES,30913657-30935163,0.97022105225814
chr14,-,STRN3,ENSG00000196792.12,ENSG00000196792.12:t:30913524-30913657,majiq,NA,NA,-0.539751188915657,,0.138,0.665,LSV Type:t|1e1.1o4|1e2.1o3|1e3.1o1|Exons coords:30913524-30913657;30918966-30919106;30929201-30929311;30935163-30935304|IR coords:,,0.4,ES,30913657-30935163,0.998861962121763
chr17,+,LINC02210,ENSG00000204650.14,ENSG00000204650.14:t:45645671-45655156,majiq,NA,NA,0.476862800975753,,0.489,0.001,LSV Type:t|2e1.1o15|3e1.1o15|2e1.9o15|2e1.11o15|2e1.13o15|2e2.2o3|2e3.5o6|2e4.1o5|2e4.2o5|2e4.4o5|2e5.1o2|2e6.1o4|2e6.2o4|Exons coords:45629904-45630456;45630485-45630606;45636283-45636505;45637201-45637959;45638975-45639520;45640362-45642303;45645671-45655156|IR coords:,,0.4,A5SS_A3SS_ES,45630318-45645901,0.94950225384203
chr8,-,PDE7A,ENSG00000205268.11,ENSG00000205268.11:t:65779720-65779803,majiq,NA,NA,-0.484086294980676,,0.499,0.993,LSV Type:t|1e1.1o2|1e2.1o1|Exons coords:65779720-65779803;65780844-65780947;65782783-65782843|IR coords:,,0.4,ES,65779803-65782783,0.973846974272854
chr8,-,PDE7A,ENSG00000205268.11,ENSG00000205268.11:t:65779720-65779803,majiq,NA,NA,0.484086294980678,,0.501,0.007,LSV Type:t|1e1.1o2|1e2.1o1|Exons coords:65779720-65779803;65780844-65780947;65782783-65782843|IR coords:,,0.4,ES,65779803-65780844,0.973846974272854
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:s:41748293-41748586,majiq,NA,NA,0.53921646284743,,0.753,0.225,LSV Type:s|1e1.1o1|1e2.1o3|Exons coords:41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.4,ES,41748586-41749200,0.95384121942813
chr4,+,PHOX2B-AS1,ENSG00000250467.1,ENSG00000250467.1:s:41748293-41748586,majiq,NA,NA,-0.539216462847428,,0.247,0.775,LSV Type:s|1e1.1o1|1e2.1o3|Exons coords:41748293-41748586;41749200-41749342;41794205-41794339|IR coords:,,0.4,ES,41748586-41794205,0.953841219428131
chr5,+,AC136604.3,ENSG00000250999.2,ENSG00000250999.2:s:179658225-179658481,majiq,NA,NA,0.58666667909225,,0.704,0.133,LSV Type:s|1e1.1o3|1e1.2o3|1e1.3o3|1e2.1o2|1e3.1o1|1e4.1o2|Exons coords:179658225-179658481;179662657-179663103;179664323-179665136;179669509-179669519;179674015-179674025|IR coords:,,0.4,A3SS_ES,179658481-179664323,0.992643098641614
