Genes,iPSC.BIO2006152.00150nM,iPSC.BIO2059811.00870nM,iPSC.BIO2135644.01000nM,iPSC.BIO2136770.00300nM,iPSC.BIO1949634.03000nM,iPSC.BIO2060573.03000nM,iPSC.BIO2070692.01680nM
AKR1A1,0,0.273,0.228,0,0.303,0.134,0.145
AKAP13,0.250704002189879,0.213874925611156,0.247353985120199,0,0.145,0,0.22485634401751
MAP4K5,0,0.596151954334254,0,0,0.485405646760399,0,0
AL713999.1,0.247780901983119,0,0.290337100514372,0,0,0.269330704841038,0.273751342285258
ZNF215,0.136,0.290205832456925,0.147,0,0.388761771425302,0.119,0
PVT1,0,0.298422002785807,0.405201611008097,0,0.376,0,0
TESMIN,0,0.423071689881103,0,0,0.655354491240275,0,0
NAA25,0,0.19562733277828,0.156829292828394,0,0.724753962029308,0,0
KANK1,0.293,0.293,0.193,0,0,0.293,0
MORF4L1,0,0.341302360495713,0.135953410661452,0,0.589209270735738,0,0
EPB41L1,0,0.148,0.164,0.237,0.176694856004885,0.167,0.171618759480754
ZXDC,0,0.353,0.167,0,0.434,0,0.107
LINC00649,0,0.422331333533835,0,0,0.30930665704296,0.329243816669493,0
MTMR3,0,0,0.414590737919703,0,0.436841100420993,0.20834370090143,0
FASTK,0.138,0.226,0.191,0,0.292,0.212,0
DAZL,0,0.337914340598709,0.304410370715391,0,0.415633747796751,0,0
PROSER3,0,0.329021747701107,0.305747533227132,0,0.423,0,0
LLGL2,0.204588435519814,0.193084871130125,0.209558770169537,0,0,0.199,0.251226213135417
ANKRD13D,0.305373823357439,0,0.293,0,0.231,0,0.225
ZNF519,0,0.227,0.236665094474969,0,0.32,0.270515388981357,0
ANAPC16,0,0.252,0.166,0,0.372,0.121,0.143
MRTFA,0.115,0.182,0.167,0.108,0.351,0.131,0
RNF34,0.109227154636581,0.224849288702098,0.141687280500827,0,0.301,0.128297556584398,0.146639026376875
CAPRIN2,0,0.360916840758326,0.134,0,0.55464501895534,0,0
PGAP2,0.133,0.198,0.135,0,0.461083671544248,0.118,0
MRPL45,0.113765385987615,0.166548675669464,0.203786142173622,0,0.216402809473702,0.190056105302226,0.153797477669133
TNK2,0.131,0.226820785274373,0.289347934242962,0,0.397108776981631,0,0
GRASP,0,0.349934107021003,0,0,0.336103402785767,0.357820655354581,0
CNTRL,0,0.372140624817841,0,0.234166607698633,0.437004111272664,0,0
ADAM23,0,0.137842159611546,0.279097077759351,0,0.278778722882502,0.158,0.188088266461049
AHSA2P,0,0.289,0.256,0,0.232,0.263,0
MIB2,0,0,0,0,0.333,0.309,0.398
CREM,0.11,0.114,0.487291024433308,0,0.218480098117795,0,0.11
OTUD3,0,0.173,0.243439977859577,0,0.394919230436479,0,0.227874963076798
BCL11A,0,0.261,0.182339940935777,0.142,0.299,0.152,0
ANOS1,0,0.236790337817372,0.2235298107467,0,0.231692711352477,0.205319334985454,0.138
CYB5R2,0,0,0.622,0,0,0.413,0
RIMS2,0,0.211521488341917,0.197,0,0.369670631240504,0,0.256204869557587
TULP1,0,0.277746367355741,0,0,0.41450699566653,0.341368009041373,0
LINC00662,0.283,0.107103828112213,0,0,0.243474096007673,0.117,0.283
GPD1L,0.134,0.178,0.292,0,0.254,0.173,0
CDK5RAP2,0,0.311669998330218,0.278732078696314,0,0.437161361514144,0,0
TRIM4,0,0.295337011652206,0.381480170523049,0,0.348496552502281,0,0
CHURC1,0,0,0.371436904784455,0,0.228748666241211,0.418172743958673,0
C9orf78,0,0.177445004420261,0.208236034999396,0,0.172416095907366,0.228316434954259,0.231599394748774
PKD1,0.249950808498734,0,0.390028582995867,0,0,0,0.377497613702355
AC069288.1,0,0.304730393981486,0,0,0.372418818859813,0.340268995078521,0
CDCA7,0,0.322982831149688,0.216494758517314,0,0.477044004099617,0,0
ARHGAP12,0,0.218,0.246659511285992,0,0.183,0.22328134081047,0.145
HS3ST5,0.203851896240767,0,0.524250053009098,0,0,0.287167621076575,0
BIRC6,0,0.139095774270339,0.22742608130843,0,0.45118363013909,0.197,0
GRINA,0,0.174,0.166,0.149,0.137671695841843,0.211,0.176
SNHG5,0,0.143,0.328,0,0.285,0.257,0
MGAT5B,0,0.322,0,0,0.430717169910305,0.257340020197772,0
GZF1,0,0.283,0.167679003923989,0,0.335,0.118,0.105
CCNYL1,0,0.166,0.157,0.175,0.178,0.15,0.181
DNAJB6,0.115,0.157,0.108,0.127,0.191,0.138,0.17
DBN1,0,0,0,0.341243284447614,0.372772228378049,0.291893238466068,0
FBN3,0,0.332009815313008,0,0,0.464782173687981,0.209,0
FAM168B,0,0.203073033161965,0.251945446087595,0,0.244293667055214,0.122244799628845,0.182427485048878
PIGO,0,0,0.387902529014009,0,0,0.482519587009154,0.132
CCDC15,0,0.265,0.399870512183737,0,0,0,0.337495352495611
HDAC8,0,0.249,0,0,0.753,0,0
PRKAB2,0,0.310918659833284,0.183796417100626,0,0.50686128575154,0,0
GPATCH2L,0,0.410548283211338,0,0,0.59073674803441,0,0
MCM8,0.142,0.183,0.247698025306805,0,0.291001650994628,0,0.137
CYP2R1,0,0.419465014691655,0,0,0.58113765671961,0,0
SAFB,0,0.259476085987463,0.17646931007608,0,0.350907176487186,0.100877873195026,0.111816260890273
ERCC6L2,0,0,0.320236138159399,0.152,0.18424772689721,0,0.340260888830518
ZMYM5,0,0.189,0,0.14,0.385652353203223,0,0.282
NBPF9,0,0.300692224664404,0.332339578738112,0,0.363293866736038,0,0
BIN1,0,0.221,0.164524882952911,0,0.343,0.131,0.135
LTBP1,0,0.239615609584441,0.183014271798217,0,0.571216225869413,0,0
GATD1,0,0.226,0.194,0.128,0.263,0,0.182
WDR19,0,0.368813050522488,0,0,0.509026391116118,0.114,0
USP42,0,0.311561116922771,0.216752913435047,0,0.462724690893253,0,0
CARD10,0,0.342951908828896,0.348306341232692,0,0.299735343494327,0,0
KIF5C,0,0.306051185303114,0,0,0.684680081302497,0,0
NUP62,0,0.192,0.141,0,0.280772424040767,0.27,0.106
TANGO2,0,0.349946124336479,0.26494430428774,0,0.374596404407134,0,0
DIAPH2,0.146099379442447,0.286787841515247,0.225059964968734,0,0.331292751135434,0,0
ZNF888,0,0.289417624670356,0.324332426990207,0,0.374862126600818,0,0
TRIM16L,0.103,0.161169299257907,0.23,0,0.255956885668462,0.126,0.112
UBN2,0,0.230912733267485,0.229530521208925,0,0.33623516151309,0.191414492945843,0
BSDC1,0,0.288043174298617,0,0,0.580927100140351,0.118,0
IGDCC4,0,0.380705467784278,0,0,0.603411644234592,0,0
ESPL1,0,0.209457792065743,0.247226056853059,0,0.182178434573189,0.151298609451963,0.193243764039864
ZKSCAN7,0.128,0.278572415681539,0,0,0.403750621226725,0,0.172
PXYLP1,0,0.173,0.31829387968201,0,0.370543201593426,0,0.118
SNX13,0,0.254021503971595,0,0,0.725259050317106,0,0
DDB2,0,0.331,0.121,0,0.413445060320615,0,0.113
SNTG2,0.190887745787344,0.20842931729398,0.223729478951529,0,0.354322068886731,0,0
TC2N,0,0.284407749333976,0.302634554117842,0,0.390165678497311,0,0
CHST6,0,0.232,0.215,0.285,0.243,0,0
HUWE1,0,0.227199746701139,0.152,0,0.343992641553972,0.148,0.102
MYO6,0,0.377544232846079,0,0,0.315771602009743,0,0.278837489117604
PANK1,0,0.310143602270584,0.338125854142062,0,0.323367525278998,0,0
ZNF195,0,0.358878773503855,0.226,0,0.221,0.165,0
SLC30A7,0,0.29524297865908,0.122,0,0.341977150906089,0.211375386266785,0
LINC00630,0,0.312328949259025,0.223960149361001,0,0.167,0.266440136689035,0
PANK4,0.115,0.131,0.124627838476624,0.153,0.174,0.137,0.135
TLN1,0,0.288169983205064,0.205748228974741,0,0.364441179451522,0.109673128035522,0
EP400,0,0.144,0,0,0.556434364436151,0.141,0.126
TRAFD1,0,0.315565690294152,0.169085903321052,0,0.315149482459397,0,0.166999286674587
RSRP1,0.15,0.21,0,0.322168604667751,0.281452945447846,0,0
ARHGAP1,0,0,0.378343274472783,0,0,0.352105437276667,0.232971240240952
CENPA,0,0,0.306,0,0.206,0.264,0.187
MAPK9,0,0.152,0.165788264070682,0,0.277541240644336,0.209612145083069,0.155779982236749
VIPAS39,0,0.314379279535473,0.179406523127367,0,0.300456930945925,0.165657389106696,0
CLEC16A,0,0.33326237325329,0.304,0,0.322,0,0
UBE2J2,0,0.328334638880287,0.166,0,0.350711633605165,0,0.113988152242288
PLPP1,0,0.193508710464983,0.11,0.128,0.199713467740583,0.223484688049095,0.104
DARS1,0,0.267805316239038,0.116427500999924,0,0.574200713855446,0,0
FAM135A,0,0.220118881446127,0.178,0,0.367872424287873,0.192,0
AC020915.3,0,0,0.209045161704869,0.158744201458938,0.222648131370254,0.36725348962976,0
RABGAP1L,0,0.384294610952006,0.199078172319896,0,0.374033069370872,0,0
SHMT1,0,0.2,0.125,0.116,0.2,0.156,0.159
MTMR1,0,0.463225656490821,0,0,0.491416409844513,0,0
CPT2,0,0.235922570834996,0,0,0.718659223894005,0,0
PPP3CB-AS1,0.171,0.143,0,0.141,0.156,0.171,0.171
MAP4,0,0.214,0.217,0,0.234,0.145,0.143
ZNF623,0,0.308928695908219,0,0,0.327958571294864,0,0.31460904522476
KAT6B,0.2,0,0.176,0,0.232,0.177,0.166
SALL4,0,0,0.2,0,0.387,0.207,0.157
ECI2,0,0.215,0.212,0,0.241,0.146,0.137
OXSM,0.354,0,0.311,0,0,0.285,0
ATXN2,0,0.258626942717547,0.174794244926568,0,0.51576607328948,0,0
BAZ2B,0,0.331304811050318,0.225348476041995,0,0.389582602288555,0,0
FLOT1,0,0.226,0.181,0,0.224,0.168,0.146
PMS2P10,0,0.409217120969182,0.244321670752352,0,0,0,0.291393218720475
MDN1,0,0.247087558594257,0.200206058497316,0,0.497140536091183,0,0
ZNF45,0,0.246871470471887,0.203,0,0.322240054298459,0.169839918218502,0
BRD8,0,0.300442347087634,0.163,0,0.476912399273348,0,0
PIK3CD,0,0.309371377565504,0.237418276246899,0,0.393450736702644,0,0
LRRN1,0,0.17980551099941,0.214321297654813,0,0.373655960229486,0.17242556804578,0
ZFPL1,0,0.24,0.246,0.22,0,0.234,0
INO80,0,0.151907431720723,0.366233129126912,0,0.421317883523268,0,0
MBD1,0.143,0.209,0.165,0,0.256,0.166,0
CBWD3,0,0.12794243986699,0.225664718120135,0.188130526272706,0.156576626666075,0,0.239837159425055
DGKZ,0,0.219,0.105,0,0.506,0.107779020286989,0
SRCAP,0,0.208,0.108,0,0.510766834867778,0.11,0
POLL,0,0.189,0.199,0,0.285,0.123,0.14
TBC1D1,0,0.25722639187144,0.217613651037921,0,0.325422506502749,0.133308018652905,0
PRMT7,0.184,0.146,0.189,0,0.188,0.225274093753215,0
ERCC8,0,0.289972708345745,0.138383881596721,0,0.503059126203323,0,0
ANOS2P,0,0.239030783220994,0.222947555558942,0,0.344329608519036,0.121,0
GNG10,0,0.35186117391911,0,0,0.575382413969085,0,0
TFDP1,0,0.242931820349592,0.134,0,0.265,0.172,0.113
ACSF3,0,0.331496587937549,0,0,0.329284480604293,0,0.266028478930373
SELENOO,0,0.399273414758651,0,0,0.324316800571917,0,0.203009574193137
ODF2L,0,0.270186860380528,0.280371756722095,0,0.192347480766786,0,0.181745647934182
DIP2A,0,0.247192047918455,0,0,0.677238818471839,0,0
TMEM131,0,0.262959904325531,0,0,0.659598037504904,0,0
RBM27,0,0.196,0.159,0,0.282198493970318,0.147,0.134
NPHP4,0,0.266,0,0,0.365,0.138,0.149
CREBZF,0,0.256,0.141,0,0.207,0,0.313918207900319
CD99P1,0.229347242628701,0.224733815208146,0,0,0.310708587795022,0.152117073198471,0
TMEM39B,0,0.250270375887359,0.209,0.113,0.341406191794011,0,0
DHRS11,0,0.201,0.2,0,0.409,0.103,0
LRRC8D,0,0.303153692476524,0.24017560647734,0,0.369334316018116,0,0
GINS3,0,0.226972638945501,0.126,0,0.280944561187542,0.156,0.122
NEPRO,0,0.274289449836769,0.171725021826984,0.102,0.363082373466928,0,0
OPN3,0,0.19089772984418,0.149,0,0.301,0.12,0.15
ZNF821,0,0.338980623574535,0,0,0.370690221336132,0,0.199662949845527
COA1,0,0.23,0.151,0,0.296,0.115,0.117
BLACAT1,0,0.476798990727989,0,0,0.431766568821949,0,0
EPB41,0.119,0.137,0.161,0,0.215389395524736,0.163,0.112
WASHC5,0,0.289,0.116,0,0.394,0,0.108
ZNF239,0,0.135,0.241,0,0.284,0.247,0
URI1,0,0.308112733648968,0.314333377605198,0,0.284184437577163,0,0
DCBLD2,0,0.325539385166404,0,0,0.580977363616557,0,0
VAMP4,0,0.208211158970533,0.268846454851828,0,0.426491243689103,0,0
HACL1,0.126401998989984,0.129725580702462,0.250584577871364,0,0.243851211529465,0.152708818457596,0
ATP2C1,0,0.2648821345085,0,0.241669958309646,0.112,0,0.281864252001058
MFF,0,0.399833825034198,0,0,0.398557538573621,0,0.102
KIF1A,0,0.263596392506573,0.197736531959527,0,0.332243867001561,0,0.104805416577744
COG3,0,0.229798064210541,0,0,0.667761502931839,0,0
CASC3,0.114105603255268,0.135166349863798,0.153777300989511,0,0.23995446757751,0.11696177622605,0.136323191284438
STAG3L3,0,0.162305959361977,0.207413971271267,0.151171259774569,0.236108491684913,0.13922289264262,0
SOCS6,0,0.182706825498606,0.441152142280819,0,0.270139696978292,0,0
SCMH1,0,0.308529723619197,0,0,0.276088876896493,0,0.308156001119951
C2CD5,0,0.35296105383711,0.183,0,0.355576377350269,0,0
FLAD1,0,0.302527988516476,0.159411283535648,0,0.328847594069203,0.100563167350857,0
LTBP4,0,0.206139152145361,0.246012119671831,0,0.279189142941801,0.16,0
ZNF346,0,0.301,0.138,0,0.452,0,0
NCKAP5L,0,0.242433054537105,0.196273258227731,0,0.316515639161261,0,0.134
TRIO,0,0.221,0.167389906164623,0,0.373,0.126810718844192,0
NSUN4,0,0.278086278905361,0.192225906654638,0,0.417790234035827,0,0
RTN2,0,0.176,0.184186962738048,0.245846637760584,0.278296004922694,0,0
UGGT2,0.105,0.105,0.105,0.105,0.253405628869317,0.105,0.105
TAMM41,0,0.274082999573555,0.156355596415,0,0.452503713591853,0,0
DNMT3B,0,0.182,0.185,0,0.243,0.16,0.112
PXMP2,0,0.267249960045885,0.185,0,0.429642377446854,0,0
FNDC3A,0,0.234404098802906,0,0,0.646167581085286,0,0
AC117378.1,0.303511395198781,0,0,0,0.280452056056949,0.295018721017293,0
KMT2C,0,0.297,0.301661688588105,0,0.279698151560196,0,0
WDR37,0,0,0.241025433420601,0,0.637125653821638,0,0
ZNF280D,0,0.189951271466177,0.340655756573188,0,0.347522027059975,0,0
SSR1,0,0.268,0.163,0,0.447089159607581,0,0
MAGOHB,0.138,0.144,0.15,0.132,0,0.155,0.158
KIAA0753,0,0.298108595252148,0.112,0.104,0.247802054417552,0,0.115
NLGN1,0,0.583396930648267,0,0,0,0,0.292839602541247
ZNF614,0,0.120000962218953,0.182117767684386,0.145426922802094,0.116059493214044,0.138082293326671,0.174082041683708
PRKCI,0,0.33935293405423,0.157987830631562,0,0.378036237541948,0,0
EXOC7,0,0.224699339308587,0.169,0,0.281411806971738,0.198304035810115,0
FRAS1,0,0.183818682420685,0.132,0,0.29917236847205,0.143,0.112
PIGU,0,0.209331245303237,0.16011742605193,0,0.500226616639837,0,0
RAPGEF2,0,0.118,0.171,0,0.239,0.168,0.173
MBOAT2,0,0.220023392891128,0,0,0.648565620454872,0,0
CD200,0,0.391340896310751,0,0,0.476735016877459,0,0
DDX58,0,0,0,0,0.408127857264234,0.458571037287659,0
RNF175,0.19,0.276099615166039,0,0,0.236747252700553,0,0.163
ZNF518A,0,0.213,0.178366902149459,0,0.474,0,0
TRPC4,0,0.308883723261481,0,0,0.281,0,0.275337293717965
SNHG32,0.11,0.13348213135031,0.201113446388332,0.146,0,0.115497583696605,0.15850165669136
CTC1,0,0.227593880635037,0.119,0,0.351412590389029,0.165,0
KCTD17,0,0.102,0.342215627259095,0,0.282729299527862,0.135,0
CCDC84,0,0.265,0.101,0,0.228,0,0.267
TPP2,0,0.296,0.111323261753968,0,0.452,0,0
AC010522.1,0.183,0.23,0,0,0.276,0.17,0
MEDAG,0,0,0,0,0.858489604653763,0,0
DHODH,0,0.174,0.172,0,0.243496573815478,0.267551149920651,0
SETD5,0.126,0.124090403803304,0.194792608740515,0,0,0.231238423021079,0.17956350730555
TTC8,0,0.225015029428189,0.166,0.11,0.199,0.154,0
GSTO2,0,0.325563124102469,0,0,0.378618296836523,0.147850151425705,0
PCNX4,0.18851703396365,0.122,0.127,0,0.177,0,0.236102421549189
LINC01484,0,0.313,0,0.198,0.339,0,0
AC009446.1,0,0,0.403527692453253,0,0.103400873341714,0.341930398786366,0
CCDC93,0,0.36510857663352,0,0,0.48364808647004,0,0
CEBPZOS,0,0.15568705551024,0.128855773458621,0,0.234041361581352,0.163745361694582,0.162838110263859
MTG1,0,0.422,0,0,0.423,0,0
CADPS2,0,0.161796714615336,0.166,0,0.208190214048207,0.117,0.191811075825278
ERCC1,0,0.195039894138779,0.138,0,0.195463593366542,0.141,0.17494820233823
EIF4H,0,0.181763944024417,0.162389954715345,0,0.243499217068122,0.134332698856104,0.122065146254038
APBB2,0,0.137513648472811,0.18993647848554,0,0.211507974630558,0.152517951592849,0.152393816127559
CELF1,0.108,0.166381090455989,0.15,0,0.292446715750526,0.127,0
RGS3,0,0.247212273459736,0,0,0.279164077770432,0,0.315912892748437
CAMKV,0,0.25499129325767,0.242433072087438,0,0.344599339694126,0,0
CDK11B,0,0.219220317470039,0.16412836761717,0,0.253462916569575,0.204600526466274,0
FIP1L1,0,0.249088183841415,0.230334965075574,0,0.360977428563499,0,0
RRNAD1,0,0.26136204863126,0.271687467795784,0,0.305811520653857,0,0
CYLD,0,0,0.179958115307152,0,0.656014416104383,0,0
POLM,0,0.336702772356758,0,0,0.498995475950438,0,0
OSBPL6,0,0.398518360122011,0,0,0.437159403737221,0,0
HAGH,0,0.280408223404799,0.178,0,0.197916654256021,0.179,0
NEDD4L,0,0.104,0,0,0.628,0.102326083225989,0
IMMP1L,0,0,0.206928011085178,0,0.380238233718218,0.102,0.145
CENPX,0,0.129,0.225106204618916,0,0.2,0.156,0.124
SMARCC2,0,0,0.243,0,0.221,0.202,0.168
DNAJC27,0,0,0.222160204248502,0,0.298906183828987,0,0.312789438365438
PHF21B,0.291287076691686,0,0,0,0.275523195002891,0.266670977942637,0
STXBP1,0.214909212109142,0.167990628151929,0.100252465014042,0,0.247116120949385,0.101853736481008,0
AMACR,0.132,0.155,0.133,0,0.163,0.122,0.126
USF2,0.194,0.109,0.137,0.106,0.166,0.118,0
ARHGEF10,0,0.196,0.361078983150465,0,0.169,0.10344429915083,0
PPP2R5C,0,0.338,0.123,0,0.368,0,0
AC009055.2,0.117,0.298549332300697,0.203587295575866,0,0.208563831365808,0,0
CAMKMT,0,0.239229879583166,0,0,0.440242569376586,0,0.145602112989958
NPRL3,0,0.195,0.18,0,0.257,0,0.193
APOBEC3D,0,0.388189852711388,0,0,0.436529263155886,0,0
RPP14,0,0.197,0.235,0,0.392,0,0
TMEM108,0,0.398,0,0,0.426,0,0
ATP11B,0,0.230797388027419,0,0,0.592921674929963,0,0
RHBDD1,0,0.219,0.307707791428466,0,0.296206781663774,0,0
AL022318.4,0,0.387819296411541,0,0,0.433951482790566,0,0
POGZ,0,0.208,0.137,0,0.356,0.12,0
EIF2D,0,0.172837185880333,0.164257489457323,0.16236732077026,0.168063799976043,0,0.153418379055833
TPT1-AS1,0,0,0.289459966715632,0,0.53135801489504,0,0
VPS26C,0,0.23,0.187,0,0.19,0.105,0.108
NUBP2,0,0.249,0.27,0,0.298,0,0
FBXW7,0,0.332740043761437,0.264223466590783,0,0.219601467968288,0,0
LINC00665,0,0.219452628162834,0.158,0.116,0.322086684841227,0,0
CERS4,0,0.244,0.107,0,0.331,0,0.131
EIF1AD,0,0.112064362293532,0.224660215890283,0,0.220857454660416,0.138858884320172,0.116306010712342
CR2,0,0.397678073107829,0,0,0.415,0,0
TMEM198B,0,0,0,0,0.442001730433311,0,0.369584470038625
JPX,0.195,0.209266779187196,0,0,0.224,0,0.183
ZNF708,0,0.253,0.186,0,0.238666173570313,0.133,0
PIEZO1,0,0.229393762659275,0.174063838317376,0,0.231360717454335,0,0.174382004228223
SMYD2,0,0,0,0.29,0,0.245,0.274
VPS13C,0,0.284915417992763,0,0,0.523020658552762,0,0
AKAP8L,0,0,0.228715653158596,0,0.299705635973471,0.152439270902549,0.126678332328882
INTS11,0,0.25,0,0,0.295,0.262,0
NBPF3,0.15,0.168,0.16,0,0.15,0.178,0
GTPBP2,0,0.286,0.107,0,0.309,0,0.104
SH3D21,0,0.235069143825756,0.249280981839809,0,0,0.321611497046133,0
SYNE4,0,0.189651115339454,0,0,0.138,0.183,0.295
PLCB4,0,0,0.210851121858612,0,0.27786801634471,0,0.316784827394353
SBDSP1,0,0.182372625716468,0.132798358252897,0.117,0.126,0.105,0.140264278769184
PDLIM5,0,0.182896730677449,0.111430277150934,0,0.397949277838201,0.109971784109402,0
DHX33,0,0.189492594889509,0.114,0,0.255693647748191,0.132,0.111
MTA1,0,0.143,0.147,0,0.16,0.184,0.166
TBL1X,0,0.202048094568163,0.243139534653869,0,0.353451408413133,0,0
HNRNPUL1,0,0.19,0,0,0.608,0,0
HSPA14,0,0.172,0.188,0,0.206,0.119,0.113
MACROH2A1,0,0.266,0.207,0,0.324,0,0
CBLB,0,0.297171791320359,0.153,0,0.346766849969595,0,0
CFAP410,0,0,0.239419220908012,0,0.319314695670163,0.122,0.116
U2AF1L5,0,0.396267801882223,0,0,0.400009972385193,0,0
AKAP7,0,0.22940346188756,0.125,0,0.231726433445021,0.208594731518191,0
TMTC4,0,0.214176939956612,0,0,0.471404295121632,0.109,0
TTPAL,0,0.209235478283453,0.210829709820169,0,0.372999800052518,0,0
PXN-AS1,0.186,0.226,0.127,0,0.253,0,0
TBC1D22A,0,0.276,0.31,0,0,0.205,0
FRG1CP,0,0.211,0.260721571251748,0,0.31813262392981,0,0
SPDL1,0,0,0.208319352792184,0.188711605496261,0.144029603079599,0,0.248308624956004
WDR62,0.201,0.183,0.205,0,0.2,0,0
SLC35F6,0,0,0.167,0.196,0.226841898901569,0,0.198554319551904
PTPRS,0,0.237128290152606,0.123,0,0.314,0.114,0
PABPC1,0,0.214,0,0,0.236,0.119,0.218
CDK18,0,0.355406251502005,0.181059301004162,0,0.249854411594889,0,0
FAM193A,0,0.33152220859379,0.235753834072538,0,0.21841988244892,0,0
SPINT1,0,0.218794304162283,0.164,0,0.289614362877374,0,0.113
MANEA,0,0.155411843730971,0.252937392127005,0,0.376801723608651,0,0
HERC2P2,0,0.268965432658185,0,0,0.515462516507309,0,0
FAM174C,0,0.223755039538184,0.180202003678204,0,0.246565303841593,0,0.133331909749524
DAGLB,0.209,0.124,0,0,0.336,0,0.114
RAB5IF,0,0.316,0.196,0,0.271,0,0
LMTK2,0,0.262500717596545,0,0,0.51977387187288,0,0
SLC12A8,0,0,0.208172819243147,0.144958680140857,0.4290548380389,0,0
METTL6,0,0.113505072921171,0.171300606662756,0,0.22036597637823,0.151730592746035,0.125013811477324
RBBP4,0,0.315937419957193,0.265549512967545,0,0,0,0.200390667279003
TRMT2B,0,0.267,0.138,0,0.37629350934476,0,0
RBM39,0,0.185,0.101,0,0.389,0,0.106
TMED9,0,0.234283911099745,0.107964605414726,0,0.4383972894441,0,0
MTHFD1L,0,0.172018338418183,0,0,0.607843714324692,0,0
SYT14,0,0.315747272455134,0.172862909791162,0,0.291056091543729,0,0
NUMB,0,0.226,0,0,0.553,0,0
CNOT7,0,0.233,0.155175244389958,0,0.29,0.100802770438992,0
VSIG10,0,0.340033176267528,0,0,0.437938560443598,0,0
SMPD4BP,0,0.264036894418446,0.155,0,0.358735041334551,0,0
METTL22,0,0.236626555304056,0.224016745711069,0,0.314005159789899,0,0
RFFL,0,0.323,0,0,0.449162410736413,0,0
PPP1CC,0,0.233707863474006,0.243406924805059,0,0.293341940569002,0,0
SRRM1,0,0.162,0.186129619774952,0,0.181597578354611,0.13,0.11
RAPGEF6,0,0.400556871050443,0.133,0,0.236,0,0
STX2,0,0.286520218582257,0,0,0.482849720368149,0,0
SFT2D2,0,0,0.299737387242101,0,0.195283136339116,0.129,0.145
HNRNPC,0,0.202,0.184,0,0.228,0.153643140393316,0
ABCD4,0,0.227,0.117,0.179,0.243,0,0
BRSK2,0,0.106421651005592,0.195393382158905,0,0.242296560593733,0.220377249799726,0
NUDT22,0.126,0.135,0.124,0.129,0.133,0,0.116
CEP152,0,0.215,0,0.193,0.354396892594784,0,0
TMEM184B,0,0.223543870168539,0.235157179762879,0,0.303227607924021,0,0
NIN,0,0.225,0.193038472609648,0,0.342029339151375,0,0
CDC42BPA,0.101,0,0.139,0,0.234,0.139,0.147
PHLDB1,0,0.25630149474557,0.122038122291049,0,0.37948777885384,0,0
GALNT8,0,0.366848756483562,0,0,0.390640278381501,0,0
BICDL1,0,0.25,0.231272981430474,0,0.275119905233264,0,0
IQCK,0.133,0,0.127,0,0.347925716153763,0,0.148
BCLAF3,0,0.427481562590544,0,0,0.328359951825827,0,0
RIF1,0,0.153,0.26854912279861,0,0.333868033270125,0,0
SYN2,0,0.396726334190953,0,0,0.357495010021615,0,0
TMEM106C,0,0.214,0.12,0,0.192,0.101,0.126
PHYHD1,0,0.262,0,0,0.295145295559681,0.194,0
VEZT,0,0.239,0.168070706924822,0,0.344,0,0
ZNF836,0,0.233675109302648,0.202358154601232,0,0.313190208099159,0,0
HIP1,0,0.34495121190735,0.400855936580694,0,0,0,0
ANO1,0,0.284594067682163,0.24118423699773,0,0,0,0.219409569524596
SUPT7L,0,0.27,0,0,0.475,0,0
AC015813.2,0,0,0,0,0,0.744795623094128,0
ICOSLG,0.241741673986553,0,0,0.280300931023569,0,0.221417145569761,0
MGRN1,0,0.285373413874609,0,0,0.458,0,0
USP45,0,0.197,0,0,0.413583588478015,0,0.132
NTM,0,0.329,0.20269457715258,0,0.21088896848992,0,0
RIPOR2,0,0,0.312379161770022,0,0.429632263543633,0,0
TINF2,0,0.158,0.195,0,0.242,0.145,0
MYO5A,0,0.228034561753905,0,0,0.185372671465263,0.325561922440738,0
ACAD10,0,0.113,0,0.113,0.331763530184187,0.181,0
CHD2,0,0.385576949364175,0,0,0.353120445504418,0,0
NLN,0,0.179401917310534,0.210317734430185,0,0.192466683954013,0.155369270254327,0
OXCT1,0,0.248207145468486,0,0,0.489283220710505,0,0
BMP7,0,0.183,0.30505871090371,0,0.248749299136774,0,0
BSCL2,0,0.203386568175352,0.177,0,0.356172231885098,0,0
AC074386.1,0,0.154,0.154,0,0.118,0.154,0.154
HMGXB3,0,0.121,0.126,0,0.357,0.13,0
SHANK2,0,0.172,0.19205464361872,0.178,0.191,0,0
SNX14,0,0,0.250535970425626,0,0.107,0.219472174263447,0.156
EPG5,0.139,0,0.166,0.108,0.162,0,0.157
PCID2,0,0.127847369495611,0.152331081969841,0,0.319133061809513,0.132554384125832,0
WWC1,0,0.2613059655373,0.102282604726929,0,0.236871256950822,0,0.131
PPFIA1,0,0.187736986759269,0.200879297895749,0,0.342,0,0
TP53INP1,0.264664581454052,0.245771485434518,0,0,0.22,0,0
MINDY2,0,0.192413108875665,0,0,0.537903434715098,0,0
ABLIM1,0.102,0.203376389347575,0.122,0,0.201808179335018,0,0.101
TRIM26,0,0.228,0.127,0,0.256,0.119,0
AC020915.5,0.229291202601074,0.249359159329192,0,0,0.250983414819687,0,0
NFRKB,0,0.210904572031585,0.121,0,0.183202746197752,0.214414278490568,0
THUMPD1,0,0,0.126,0,0.248088880872138,0.173064694370668,0.182078749787277
METTL23,0,0.278,0.154,0,0.297,0,0
