UniqueID,Gene.Name,Index1_iPSC.1755497.3xBatch1_log2FoldChange,UniqueID.1,Gene.Name.1,Index2_iPSC.2006152.3xBatch1_log2FoldChange,UniqueID.2,Gene.Name.2,Index3_iPSC.2059811.3xBatch1_log2FoldChange,UniqueID.3,Gene.Name.3,Index4_iPSC.2060573.3xBatch1_log2FoldChange,UniqueID.4,Gene.Name.4,Index5_iPSC.2070692.3xBatch1_log2FoldChange,UniqueID.5,Gene.Name.5,Index6_iPSC.2135644.3xBatch1_log2FoldChange,UniqueID,Gene.Name,Index7_iPSC.2136770.3xBatch1_log2FoldChange
,,,,,,ENSG00000183032.12,SLC25A21,-1.0312229,ENSG00000099365.11,STX1B,-0.6079143,ENSG00000154608.14,CEP170P1,-1.954837492,,,,,,
,,,,,,ENSG00000133101.10,CCNA1,-0.8617842,ENSG00000116711.10,PLA2G4A,-1.085846,ENSG00000168438.15,CDC40,-1.32809622,,,,,,
,,,,,,ENSG00000182870.13,GALNT9,-0.946829,ENSG00000053524.12,MCF2L2,-0.6793983,ENSG00000099958.15,DERL3,-0.793224061,,,,,,
,,,,,,ENSG00000267278.6,MAP3K14-AS1,-0.6785856,ENSG00000072832.15,CRMP1,-0.7918096,ENSG00000151468.11,CCDC3,-1.263475943,,,,,,
,,,,,,ENSG00000005436.14,GCFC2,-1.6673913,ENSG00000101846.8,STS,-0.6924353,ENSG00000137078.9,SIT1,-0.785967259,,,,,,
,,,,,,ENSG00000101464.10,PIGU,-0.6445367,ENSG00000100395.15,L3MBTL2,-1.5249506,ENSG00000113319.13,RASGRF2,-0.993202175,,,,,,
,,,,,,ENSG00000118513.19,MYB,-1.1814466,ENSG00000133028.12,SCO1,-1.7036523,ENSG00000155849.15,ELMO1,-0.733672846,,,,,,
,,,,,,ENSG00000184178.16,SCFD2,-0.6394869,ENSG00000197959.14,DNM3,-1.3865413,ENSG00000138363.15,ATIC,-0.883987109,,,,,,
,,,,,,ENSG00000124491.16,F13A1,-0.8026666,ENSG00000162959.13,MEMO1,-0.8856053,ENSG00000170962.13,PDGFD,-0.677256579,,,,,,
,,,,,,ENSG00000100271.17,TTLL1,-0.6460482,ENSG00000153446.15,C16orf89,-0.9646303,ENSG00000156345.17,CDK20,-0.915143092,,,,,,
,,,,,,ENSG00000181577.16,C6orf223,-1.5124137,ENSG00000130303.13,BST2,-0.963982,ENSG00000038210.14,PI4K2B,-0.665928414,,,,,,
,,,,,,ENSG00000083067.22,TRPM3,-0.6842495,ENSG00000132570.15,PCBD2,-0.6231222,ENSG00000184144.12,CNTN2,-0.900983449,,,,,,
,,,,,,ENSG00000115827.14,DCAF17,-0.8434044,ENSG00000197386.12,HTT,-2.4755192,ENSG00000083067.22,TRPM3,-0.810323412,,,,,,
,,,,,,ENSG00000000005.6,TNMD,-1.6871123,ENSG00000171174.15,RBKS,-1.0079791,ENSG00000184524.6,CEND1,-0.988877845,,,,,,
,,,,,,ENSG00000123901.9,GPR83,-1.0493852,ENSG00000229191.1,AL358473.1,-0.7430216,ENSG00000169760.17,NLGN1,-0.651340316,,,,,,
,,,,,,ENSG00000105784.15,RUNDC3B,-1.0240603,ENSG00000137078.9,SIT1,-0.7348064,ENSG00000145882.11,PCYOX1L,-0.722972777,,,,,,
,,,,,,ENSG00000108018.15,SORCS1,-0.8621217,ENSG00000119537.18,KDSR,-1.5463343,ENSG00000010610.10,CD4,-0.961393933,,,,,,
,,,,,,ENSG00000167972.14,ABCA3,-0.5957025,ENSG00000151468.11,CCDC3,-1.1644997,ENSG00000163597.15,SNHG16,-0.966364009,,,,,,
,,,,,,ENSG00000131069.20,ACSS2,-0.8786936,ENSG00000281406.2,BLACAT1,-0.7077596,ENSG00000105784.15,RUNDC3B,-1.272500741,,,,,,
,,,,,,ENSG00000099958.15,DERL3,-0.6202891,ENSG00000184524.6,CEND1,-0.9497479,ENSG00000143207.21,COP1,-0.966455342,,,,,,
,,,,,,ENSG00000138336.9,TET1,-1.0475492,ENSG00000153317.15,ASAP1,-0.9667928,ENSG00000184014.8,DENND5A,-1.584809454,,,,,,
,,,,,,ENSG00000138413.13,IDH1,-0.9689704,ENSG00000101224.17,CDC25B,-0.5905142,ENSG00000156050.10,FAM161B,-0.737590242,,,,,,
,,,,,,ENSG00000279148.1,AC126474.1,-1.5558896,ENSG00000117148.8,ACTL8,-0.8282906,ENSG00000166452.12,AKIP1,-0.709759738,,,,,,
,,,,,,ENSG00000188352.12,FOCAD,-0.7257948,ENSG00000173269.14,MMRN2,-0.8963143,ENSG00000099953.10,MMP11,-0.781259182,,,,,,
,,,,,,ENSG00000103740.10,ACSBG1,-0.6623024,ENSG00000099958.15,DERL3,-0.7093164,ENSG00000250132.6,AC004803.1,-0.845247361,,,,,,
,,,,,,ENSG00000092531.10,SNAP23,-1.8913551,ENSG00000248746.6,ACTN3,-0.6458035,ENSG00000135480.16,KRT7,-0.887608015,,,,,,
,,,,,,ENSG00000156469.9,MTERF3,-1.125225,ENSG00000138641.18,HERC3,-0.7546012,ENSG00000124772.12,CPNE5,-1.279862085,,,,,,
,,,,,,ENSG00000140470.14,ADAMTS17,-0.7500541,ENSG00000100100.13,PIK3IP1,-1.075983,ENSG00000162542.13,TMCO4,-0.599525658,,,,,,
,,,,,,ENSG00000171533.11,MAP6,-0.8425923,ENSG00000000005.6,TNMD,-1.9060376,ENSG00000101846.8,STS,-0.628596828,,,,,,
,,,,,,ENSG00000118777.12,ABCG2,-1.5459233,ENSG00000104324.16,CPQ,-1.3231537,ENSG00000139163.16,ETNK1,-0.601758476,,,,,,
,,,,,,ENSG00000134775.15,FHOD3,-2.098907,ENSG00000145808.10,ADAMTS19,-2.6882237,ENSG00000179930.6,ZNF648,-1.143191647,,,,,,
,,,,,,ENSG00000184524.6,CEND1,-0.7743503,ENSG00000267886.1,AC074135.1,-0.6313018,ENSG00000159403.18,C1R,-0.77284113,,,,,,
,,,,,,ENSG00000118690.13,ARMC2,-0.8958621,ENSG00000196189.13,SEMA4A,-0.5953983,ENSG00000064300.9,NGFR,-0.999127305,,,,,,
,,,,,,ENSG00000103522.16,IL21R,-1.2448078,ENSG00000226031.5,FGF13-AS1,-0.719461,ENSG00000133028.12,SCO1,-1.535056172,,,,,,
,,,,,,ENSG00000131142.13,CCL25,-1.8017816,ENSG00000106003.13,LFNG,-0.7174882,ENSG00000072832.15,CRMP1,-0.700889107,,,,,,
,,,,,,ENSG00000224897.8,POT1-AS1,-1.4057207,ENSG00000254934.5,LINC00678,-0.649625,ENSG00000197386.12,HTT,-2.277997456,,,,,,
,,,,,,ENSG00000159403.18,C1R,-0.6434454,ENSG00000186480.13,INSIG1,-0.620877,ENSG00000140403.12,DNAJA4,-0.86062459,,,,,,
,,,,,,ENSG00000226031.5,FGF13-AS1,-0.6025492,ENSG00000100767.17,PAPLN,-0.9121926,ENSG00000115827.14,DCAF17,-0.902706903,,,,,,
,,,,,,ENSG00000158292.7,GPR153,-0.5965478,ENSG00000075388.4,FGF4,-1.5068612,ENSG00000114812.13,VIPR1,-0.737386915,,,,,,
,,,,,,ENSG00000168438.15,CDC40,-0.983716,ENSG00000221886.4,ZBED8,-0.6147719,ENSG00000135245.10,HILPDA,-0.586935959,,,,,,
,,,,,,ENSG00000006530.18,AGK,-0.7421214,ENSG00000159403.18,C1R,-0.7361542,ENSG00000103316.11,CRYM,-1.008582499,,,,,,
,,,,,,ENSG00000141627.13,DYM,-0.6268695,ENSG00000128482.16,RNF112,-0.9625403,ENSG00000105202.9,FBL,-0.720772834,,,,,,
,,,,,,ENSG00000136895.19,GARNL3,-0.6953007,ENSG00000115155.18,OTOF,-1.1597735,ENSG00000100228.12,RAB36,-0.698224674,,,,,,
,,,,,,ENSG00000134595.8,SOX3,-0.7142277,ENSG00000068078.18,FGFR3,-0.856664,ENSG00000149196.16,HIKESHI,-0.795511341,,,,,,
,,,,,,ENSG00000163328.13,GPR155,-0.9387444,ENSG00000184507.16,NUTM1,-0.9421505,ENSG00000103145.11,HCFC1R1,-0.981988823,,,,,,
,,,,,,ENSG00000132622.11,HSPA12B,-0.6179425,ENSG00000181577.16,C6orf223,-1.5598899,ENSG00000000005.6,TNMD,-1.783931111,,,,,,
,,,,,,ENSG00000259803.7,SLC22A31,-0.9556554,ENSG00000179163.11,FUCA1,-0.6649424,ENSG00000130303.13,BST2,-0.846285923,,,,,,
,,,,,,ENSG00000196132.14,MYT1,-0.8340189,ENSG00000152582.14,SPEF2,-2.4424499,ENSG00000116711.10,PLA2G4A,-0.898233109,,,,,,
,,,,,,ENSG00000116299.17,KIAA1324,-0.8802459,ENSG00000083067.22,TRPM3,-0.6989973,ENSG00000134775.15,FHOD3,-2.297383989,,,,,,
,,,,,,ENSG00000281091.3,AL117327.1,-1.0286884,ENSG00000136044.12,APPL2,-1.406501,ENSG00000105289.15,TJP3,-0.756467903,,,,,,
,,,,,,ENSG00000146530.14,VWDE,-0.6404545,ENSG00000263715.7,LINC02210-CRHR1,-27.8273303,ENSG00000167972.14,ABCA3,-0.62469297,,,,,,
,,,,,,ENSG00000143816.8,WNT9A,-0.8604154,ENSG00000062282.15,DGAT2,-0.8019778,ENSG00000157927.17,RADIL,-0.665912229,,,,,,
,,,,,,ENSG00000007516.14,BAIAP3,-0.59178,ENSG00000134775.15,FHOD3,-2.254165,ENSG00000062282.15,DGAT2,-0.808127324,,,,,,
,,,,,,ENSG00000061918.13,GUCY1B1,-0.6006874,ENSG00000187957.8,DNER,-0.8341262,ENSG00000140350.15,ANP32A,-0.67240277,,,,,,
,,,,,,ENSG00000149196.16,HIKESHI,-0.6631585,ENSG00000125675.18,GRIA3,-0.6506649,ENSG00000274487.2,NPEPPSP1,-1.218790361,,,,,,
,,,,,,ENSG00000158748.4,HTR6,-1.2321875,ENSG00000214367.8,HAUS3,-0.6192862,ENSG00000184507.16,NUTM1,-0.924317662,,,,,,
,,,,,,ENSG00000184144.12,CNTN2,-0.648953,ENSG00000179546.4,HTR1D,-0.7432214,ENSG00000263715.7,LINC02210-CRHR1,-27.7162427,,,,,,
,,,,,,ENSG00000186517.14,ARHGAP30,-1.236033,ENSG00000104783.14,KCNN4,-1.6510594,ENSG00000145808.10,ADAMTS19,-2.500250772,,,,,,
,,,,,,ENSG00000133028.12,SCO1,-1.2185285,ENSG00000138100.14,TRIM54,-1.0945817,ENSG00000103227.19,LMF1,-0.781144529,,,,,,
,,,,,,ENSG00000274487.2,NPEPPSP1,-1.0197446,ENSG00000148204.12,CRB2,-0.9956847,ENSG00000110328.6,GALNT18,-0.624203771,,,,,,
,,,,,,ENSG00000088930.8,XRN2,-1.9010573,ENSG00000232859.9,LYRM9,-0.7046944,ENSG00000185361.9,TNFAIP8L1,-0.722907319,,,,,,
,,,,,,ENSG00000205336.13,ADGRG1,-0.7222183,ENSG00000205336.13,ADGRG1,-0.8363832,ENSG00000173114.13,LRRN3,-1.002065082,,,,,,
,,,,,,ENSG00000135480.16,KRT7,-0.6624427,ENSG00000103316.11,CRYM,-0.9198773,ENSG00000036448.10,MYOM2,-0.675370636,,,,,,
,,,,,,ENSG00000103888.17,CEMIP,-1.4902966,ENSG00000131142.13,CCL25,-1.942252,ENSG00000269386.5,RAB11B-AS1,-0.697213137,,,,,,
,,,,,,ENSG00000268592.3,AL355312.3,-4.0490602,ENSG00000188389.11,PDCD1,-1.1206444,ENSG00000010319.7,SEMA3G,-0.860803572,,,,,,
,,,,,,ENSG00000242759.8,LINC00882,-0.625647,ENSG00000101180.16,HRH3,-0.7074927,ENSG00000148204.12,CRB2,-1.026483444,,,,,,
,,,,,,ENSG00000180957.18,PITPNB,-1.3540812,ENSG00000171388.12,APLN,-1.1842795,ENSG00000158825.6,CDA,-1.067035211,,,,,,
,,,,,,ENSG00000184507.16,NUTM1,-0.7509633,ENSG00000281091.3,AL117327.1,-1.1361273,ENSG00000162959.13,MEMO1,-0.729776576,,,,,,
,,,,,,ENSG00000127863.15,TNFRSF19,-0.6444206,ENSG00000204936.10,CD177,-0.6349293,ENSG00000152582.14,SPEF2,-2.347493833,,,,,,
,,,,,,ENSG00000163002.13,NUP35,-0.7206639,ENSG00000286707.1,AC010896.1,-0.754516,ENSG00000157703.16,SVOPL,-0.992251597,,,,,,
,,,,,,ENSG00000123243.15,ITIH5,-0.6563137,ENSG00000278828.1,H3C10,-0.6511202,ENSG00000171174.15,RBKS,-0.841121481,,,,,,
,,,,,,ENSG00000197386.12,HTT,-1.7497633,ENSG00000157703.16,SVOPL,-0.9399248,ENSG00000167103.12,PIP5KL1,-0.645192572,,,,,,
,,,,,,ENSG00000117481.10,NSUN4,-0.7770282,ENSG00000129194.8,SOX15,-1.1737617,ENSG00000181577.16,C6orf223,-1.482155598,,,,,,
,,,,,,ENSG00000183317.17,EPHA10,-0.821037,ENSG00000157927.17,RADIL,-0.5853331,ENSG00000250264.1,AL669918.1,-2.754034819,,,,,,
,,,,,,ENSG00000100206.10,DMC1,-0.6114652,ENSG00000197471.12,SPN,-0.7181739,ENSG00000131069.20,ACSS2,-0.87401961,,,,,,
,,,,,,ENSG00000041353.10,RAB27B,-1.3087525,ENSG00000176658.17,MYO1D,-1.1559671,ENSG00000140470.14,ADAMTS17,-0.778974836,,,,,,
,,,,,,ENSG00000134343.14,ANO3,-4.8237874,ENSG00000129654.8,FOXJ1,-1.0415704,ENSG00000118523.6,CCN2,-0.607218518,,,,,,
,,,,,,ENSG00000231584.8,FAHD2CP,-0.7229041,ENSG00000196502.11,SULT1A1,-0.7935606,ENSG00000112902.12,SEMA5A,-0.587992166,,,,,,
,,,,,,ENSG00000167964.13,RAB26,-1.1888311,ENSG00000140470.14,ADAMTS17,-0.7118766,ENSG00000138641.18,HERC3,-0.65630305,,,,,,
,,,,,,ENSG00000151468.11,CCDC3,-0.7769322,ENSG00000263571.3,AC004147.2,-0.7075831,ENSG00000104324.16,CPQ,-1.140314081,,,,,,
,,,,,,ENSG00000239467.6,AC007405.4,-0.6979114,ENSG00000239467.6,AC007405.4,-0.8044863,ENSG00000169282.17,KCNAB1,-0.839147735,,,,,,
,,,,,,ENSG00000006611.16,USH1C,-1.3325714,ENSG00000105289.15,TJP3,-0.6553666,ENSG00000197471.12,SPN,-0.762068831,,,,,,
,,,,,,ENSG00000104783.14,KCNN4,-1.262263,ENSG00000166578.10,IQCD,-0.9264353,ENSG00000253320.7,AZIN1-AS1,-0.842476041,,,,,,
,,,,,,ENSG00000167799.10,NUDT8,-0.6798179,ENSG00000185361.9,TNFAIP8L1,-0.6362455,ENSG00000158292.7,GPR153,-0.623301541,,,,,,
,,,,,,ENSG00000028137.19,TNFRSF1B,-0.8175368,ENSG00000152256.14,PDK1,-0.5920683,ENSG00000230074.3,AL162231.2,-0.799908282,,,,,,
,,,,,,ENSG00000169282.17,KCNAB1,-0.6699398,ENSG00000184381.20,PLA2G6,-0.6618802,ENSG00000118513.19,MYB,-1.085020776,,,,,,
,,,,,,ENSG00000284610.1,AC107918.4,-1.387992,ENSG00000247400.4,DNAJC3-DT,-0.6255944,ENSG00000136044.12,APPL2,-1.288033314,,,,,,
,,,,,,ENSG00000280079.1,AC011447.7,-0.6129098,ENSG00000184014.8,DENND5A,-1.2220447,ENSG00000267278.6,MAP3K14-AS1,-0.618236824,,,,,,
,,,,,,ENSG00000198939.8,ZFP2,-0.7663243,ENSG00000197043.14,ANXA6,-1.2534421,ENSG00000125895.5,TMEM74B,-0.730211738,,,,,,
,,,,,,ENSG00000111344.11,RASAL1,-0.626474,ENSG00000173114.13,LRRN3,-0.849407,ENSG00000239467.6,AC007405.4,-0.833580983,,,,,,
,,,,,,ENSG00000133816.15,MICAL2,-0.7565948,ENSG00000167614.14,TTYH1,-0.6499431,ENSG00000173269.14,MMRN2,-0.736273103,,,,,,
,,,,,,ENSG00000074416.14,MGLL,-1.0744807,ENSG00000183077.15,AFMID,-0.5906567,ENSG00000133101.10,CCNA1,-0.763715057,,,,,,
,,,,,,ENSG00000215424.10,MCM3AP-AS1,-0.7021589,ENSG00000272831.1,AC027644.3,-0.7611622,ENSG00000113763.12,UNC5A,-0.830735812,,,,,,
,,,,,,ENSG00000253320.7,AZIN1-AS1,-0.6489025,ENSG00000236094.2,LINC00545,-0.7395045,ENSG00000185261.14,KIAA0825,-0.652102277,,,,,,
,,,,,,ENSG00000157303.11,SUSD3,-0.7106103,ENSG00000177910.7,SPATA31C2,-1.1949637,ENSG00000118690.13,ARMC2,-0.87564492,,,,,,
,,,,,,ENSG00000147099.21,HDAC8,-0.7950138,ENSG00000121281.13,ADCY7,-0.8603313,ENSG00000068831.19,RASGRP2,-0.662110376,,,,,,
,,,,,,ENSG00000151572.18,ANO4,-0.6156478,ENSG00000282851.2,BISPR,-1.2821645,ENSG00000272831.1,AC027644.3,-0.79032774,,,,,,
,,,,,,ENSG00000136044.12,APPL2,-1.0448999,ENSG00000116151.14,MORN1,-0.6296332,ENSG00000068078.18,FGFR3,-0.738259501,,,,,,
,,,,,,ENSG00000165566.12,AMER2,-1.0916203,ENSG00000254996.5,ANKHD1-EIF4EBP3,-1.450962,ENSG00000267001.1,AC006538.2,-2.47254483,,,,,,
,,,,,,ENSG00000149295.14,DRD2,-0.7198834,ENSG00000154620.6,TMSB4Y,-0.6067303,ENSG00000116771.6,AGMAT,-0.59542362,,,,,,
,,,,,,ENSG00000196502.11,SULT1A1,-0.6441062,ENSG00000165623.10,UCMA,-0.9750298,ENSG00000153446.15,C16orf89,-0.704885062,,,,,,
,,,,,,ENSG00000138650.9,PCDH10,-0.9435987,ENSG00000188338.15,SLC38A3,-0.8169084,ENSG00000253831.3,ETV3L,-1.131456566,,,,,,
,,,,,,ENSG00000100100.13,PIK3IP1,-0.6887123,ENSG00000131069.20,ACSS2,-0.7666302,ENSG00000185386.15,MAPK11,-0.875984954,,,,,,
,,,,,,ENSG00000095596.12,CYP26A1,-0.6839683,ENSG00000115353.11,TACR1,-0.855725,ENSG00000177875.5,CCDC184,-0.932275962,,,,,,
,,,,,,ENSG00000196990.9,FAM163B,-1.3674605,ENSG00000247095.3,MIR210HG,-2.3776966,ENSG00000119537.18,KDSR,-1.194535692,,,,,,
,,,,,,ENSG00000125872.8,LRRN4,-1.3053862,ENSG00000149196.16,HIKESHI,-0.6480264,ENSG00000133107.15,TRPC4,-0.683348261,,,,,,
,,,,,,ENSG00000013293.6,SLC7A14,-0.8308563,ENSG00000287243.2,AC005908.3,-2.2867392,ENSG00000100767.17,PAPLN,-0.762345365,,,,,,
,,,,,,ENSG00000108950.12,FAM20A,-1.0056335,ENSG00000081985.12,IL12RB2,-0.9175478,ENSG00000278619.5,MRM1,-0.641364335,,,,,,
,,,,,,ENSG00000110881.12,ASIC1,-0.8193686,ENSG00000158636.16,EMSY,-0.6624829,ENSG00000165623.10,UCMA,-1.003588026,,,,,,
,,,,,,ENSG00000142619.4,PADI3,-1.2930405,ENSG00000147465.12,STAR,-0.6350664,ENSG00000115155.18,OTOF,-0.965315013,,,,,,
,,,,,,ENSG00000171388.12,APLN,-0.8873541,ENSG00000119946.11,CNNM1,-0.6204802,ENSG00000101327.9,PDYN,-0.93091285,,,,,,
,,,,,,ENSG00000141052.17,MYOCD,-0.709547,ENSG00000103522.16,IL21R,-1.1100404,ENSG00000185567.7,AHNAK2,-0.973431397,,,,,,
,,,,,,ENSG00000138100.14,TRIM54,-0.8074669,ENSG00000184144.12,CNTN2,-0.6289255,ENSG00000127419.17,TMEM175,-0.68282243,,,,,,
,,,,,,ENSG00000161405.17,IKZF3,-0.7810489,ENSG00000127084.19,FGD3,-0.6245093,ENSG00000101180.16,HRH3,-0.639925821,,,,,,
,,,,,,ENSG00000151422.13,FER,-0.6535396,ENSG00000153914.16,SREK1,-1.7992129,ENSG00000115194.11,SLC30A3,-0.643061049,,,,,,
,,,,,,ENSG00000066923.17,STAG3,-0.708131,ENSG00000270277.1,AC009948.2,-1.5097236,ENSG00000187957.8,DNER,-0.723941478,,,,,,
,,,,,,ENSG00000010310.9,GIPR,-1.926324,ENSG00000253320.7,AZIN1-AS1,-0.7188277,ENSG00000117481.10,NSUN4,-0.811566624,,,,,,
,,,,,,ENSG00000254996.5,ANKHD1-EIF4EBP3,-1.2036757,ENSG00000255441.1,AC008750.2,-1.1606891,ENSG00000243015.2,RN7SL737P,-4.994730996,,,,,,
,,,,,,ENSG00000198797.7,BRINP2,-0.8491568,ENSG00000198483.13,ANKRD35,-0.5899666,ENSG00000263400.8,TMEM220-AS1,-0.733623905,,,,,,
,,,,,,ENSG00000285184.3,AC244033.2,-0.6251628,ENSG00000250132.6,AC004803.1,-0.5908511,ENSG00000187672.13,ERC2,-1.242132154,,,,,,
,,,,,,ENSG00000254788.7,CKLF-CMTM1,-1.5796403,ENSG00000280079.1,AC011447.7,-0.6452702,ENSG00000263571.3,AC004147.2,-0.668400733,,,,,,
,,,,,,ENSG00000205086.8,C2orf91,-1.0357465,ENSG00000131746.13,TNS4,-1.5029782,ENSG00000187688.15,TRPV2,-1.152182802,,,,,,
,,,,,,ENSG00000188316.15,ENO4,-1.2939434,ENSG00000136231.14,IGF2BP3,-0.5854736,ENSG00000154556.18,SORBS2,-0.59690999,,,,,,
,,,,,,ENSG00000266524.3,GDF10,-1.0554833,ENSG00000010319.7,SEMA3G,-0.6999515,ENSG00000133816.15,MICAL2,-0.830253247,,,,,,
,,,,,,ENSG00000165475.15,CRYL1,-0.8937232,ENSG00000115194.11,SLC30A3,-0.6091193,ENSG00000101460.13,MAP1LC3A,-0.831939004,,,,,,
,,,,,,ENSG00000103316.11,CRYM,-0.6650026,ENSG00000157613.11,CREB3L1,-0.6487094,ENSG00000144504.15,ANKMY1,-0.84698732,,,,,,
,,,,,,ENSG00000147434.9,CHRNA6,-1.7523419,ENSG00000089505.17,CMTM1,-1.2869344,ENSG00000142619.4,PADI3,-1.55411615,,,,,,
,,,,,,ENSG00000121281.13,ADCY7,-0.670266,ENSG00000072818.12,ACAP1,-0.6358134,ENSG00000122694.16,GLIPR2,-0.725087068,,,,,,
,,,,,,ENSG00000173114.13,LRRN3,-0.6384131,ENSG00000133816.15,MICAL2,-0.7999554,ENSG00000086570.12,FAT2,-0.744901882,,,,,,
,,,,,,ENSG00000148204.12,CRB2,-0.7034161,ENSG00000101188.5,NTSR1,-0.7818828,ENSG00000101204.17,CHRNA4,-0.599185558,,,,,,
,,,,,,ENSG00000143850.16,PLEKHA6,-0.6179638,ENSG00000140403.12,DNAJA4,-0.6390585,ENSG00000153317.15,ASAP1,-0.710374552,,,,,,
,,,,,,ENSG00000121454.6,LHX4,-1.1356747,ENSG00000127419.17,TMEM175,-0.6245857,ENSG00000162614.18,NEXN,-0.666409353,,,,,,
,,,,,,ENSG00000140945.17,CDH13,-0.7061936,ENSG00000185567.7,AHNAK2,-0.8938298,ENSG00000198939.8,ZFP2,-0.847117676,,,,,,
,,,,,,ENSG00000273287.2,AL008718.2,-3.8992348,ENSG00000257354.2,AC048341.1,-0.6405769,ENSG00000100395.15,L3MBTL2,-1.032234519,,,,,,
,,,,,,ENSG00000213047.13,DENND1B,-0.7009299,ENSG00000103888.17,CEMIP,-1.4058034,ENSG00000217555.13,CKLF,-0.628483795,,,,,,
,,,,,,ENSG00000183570.16,PCBP3,-0.6227375,ENSG00000258819.2,LINC02289,-0.8238339,ENSG00000137101.13,CD72,-0.653276209,,,,,,
,,,,,,ENSG00000227766.1,AL671277.1,-1.1418768,ENSG00000279148.1,AC126474.1,-1.2553085,ENSG00000227627.3,AL080276.2,-0.650248831,,,,,,
,,,,,,,,,ENSG00000265107.3,GJA5,-1.0408836,ENSG00000122971.9,ACADS,-0.718921218,,,,,,
,,,,,,,,,ENSG00000126500.3,AP006333.1,-1.3906526,ENSG00000106772.18,PRUNE2,-0.623799264,,,,,,
,,,,,,,,,ENSG00000158560.14,DYNC1I1,-0.9809276,ENSG00000205336.13,ADGRG1,-0.69916895,,,,,,
,,,,,,,,,ENSG00000263823.1,AC009831.1,-0.643855,ENSG00000253729.8,PRKDC,-1.287636674,,,,,,
,,,,,,,,,ENSG00000259803.7,SLC22A31,-0.8432793,ENSG00000270277.1,AC009948.2,-1.47413441,,,,,,
,,,,,,,,,ENSG00000158825.6,CDA,-0.8252552,ENSG00000248101.2,AC002116.1,-6.780150253,,,,,,
,,,,,,,,,ENSG00000121769.8,FABP3,-0.8601281,ENSG00000171388.12,APLN,-0.996784137,,,,,,
,,,,,,,,,ENSG00000006530.18,AGK,-0.6411427,ENSG00000108840.15,HDAC5,-0.647705337,,,,,,
,,,,,,,,,ENSG00000272070.1,AC005618.1,-0.7901876,ENSG00000232721.2,AC239800.2,-2.260261103,,,,,,
,,,,,,,,,ENSG00000109846.9,CRYAB,-1.23123,ENSG00000279068.1,AC244517.6,-4.504961495,,,,,,
,,,,,,,,,ENSG00000183230.17,CTNNA3,-0.7974463,ENSG00000138100.14,TRIM54,-0.901082883,,,,,,
,,,,,,,,,ENSG00000176402.6,GJC3,-0.7055846,ENSG00000129194.8,SOX15,-1.003523789,,,,,,
,,,,,,,,,ENSG00000145022.4,TCTA,-0.6360931,ENSG00000169064.12,ZBBX,-1.289842825,,,,,,
,,,,,,,,,ENSG00000133107.15,TRPC4,-0.5997906,ENSG00000231584.8,FAHD2CP,-0.719244253,,,,,,
,,,,,,,,,ENSG00000264164.1,AC090616.2,-0.6838124,ENSG00000158748.4,HTR6,-1.145981475,,,,,,
,,,,,,,,,ENSG00000278177.1,AL354811.1,-1.1874075,ENSG00000131142.13,CCL25,-1.495780472,,,,,,
,,,,,,,,,ENSG00000217555.13,CKLF,-0.5883806,ENSG00000248508.8,SRP14-AS1,-0.632722963,,,,,,
,,,,,,,,,ENSG00000140945.17,CDH13,-0.821068,ENSG00000185847.8,LINC01405,-0.794029279,,,,,,
,,,,,,,,,ENSG00000215246.5,AC116351.1,-1.0855826,ENSG00000101331.17,CCM2L,-0.590923249,,,,,,
,,,,,,,,,ENSG00000132000.13,PODNL1,-1.056537,ENSG00000236094.2,LINC00545,-0.662684744,,,,,,
,,,,,,,,,ENSG00000171368.12,TPPP,-0.8701648,ENSG00000235652.9,AL356599.1,-1.107415577,,,,,,
,,,,,,,,,ENSG00000197822.11,OCLN,-1.193542,ENSG00000100234.11,TIMP3,-0.626162164,,,,,,
,,,,,,,,,ENSG00000143850.16,PLEKHA6,-0.6835218,ENSG00000081985.12,IL12RB2,-0.848811753,,,,,,
,,,,,,,,,ENSG00000241634.1,AC069499.2,-1.339035,ENSG00000187902.11,SHISA7,-0.705620618,,,,,,
,,,,,,,,,ENSG00000215424.10,MCM3AP-AS1,-0.6874156,ENSG00000103888.17,CEMIP,-1.370413441,,,,,,
,,,,,,,,,ENSG00000187550.9,SBK2,-1.0760087,ENSG00000006530.18,AGK,-0.632056987,,,,,,
,,,,,,,,,ENSG00000287016.1,AC010996.1,-0.9446868,ENSG00000006025.12,OSBPL7,-0.804141723,,,,,,
,,,,,,,,,ENSG00000176171.11,BNIP3,-1.0624809,ENSG00000134595.8,SOX3,-0.615196183,,,,,,
,,,,,,,,,ENSG00000179304.16,FAM156B,-1.3189096,ENSG00000101198.15,NKAIN4,-0.788516114,,,,,,
,,,,,,,,,ENSG00000122694.16,GLIPR2,-0.6452471,ENSG00000152213.4,ARL11,-0.958972043,,,,,,
,,,,,,,,,ENSG00000155897.10,ADCY8,-0.9985139,ENSG00000254996.5,ANKHD1-EIF4EBP3,-1.284092481,,,,,,
,,,,,,,,,ENSG00000253686.2,LINC01484,-0.674779,ENSG00000104783.14,KCNN4,-1.240228195,,,,,,
,,,,,,,,,ENSG00000187513.9,GJA4,-0.7500033,ENSG00000264164.1,AC090616.2,-0.678449652,,,,,,
