genesymbol,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
ANKRD9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0238173118293546,0.286535729288113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANKS3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9682,0.4195,0.9965,0.4601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANP32A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9593,0.4866,0.9999,0.6282,NA,NA,NA,NA,NA,NA,0.9446,0.4483,NA,NA,NA,NA,NA,NA,0.9671,0.4411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9851,0.4985,1,0.6499,NA,NA,0.9884,0.5024,NA,NA,NA,NA,NA,NA,NA,NA,0.9991,0.5922,1,0.7291,NA,NA,0.9904,0.4984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ANXA11,NA,NA,NA,NA,1,0.4427,1,0.4542,NA,NA,NA,NA,0,0.345,0,0.353,NA,NA,NA,NA,0,0.309,0,0.317,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.556,0,0.564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.423,0,0.431,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP001783.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9457,0.4483,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AP2M1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.93022991260839e-14,0.309282636485266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APLP2,NA,NA,NA,NA,NA,NA,0,0.349,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0356560694006657,0.359124035661004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0363297777953603,0.256708957367381,NA,NA,NA,NA,NA,NA,0.00968759220788503,0.272031575386139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
APPL2,NA,NA,NA,NA,1,0.5685,1,0.6222,NA,NA,NA,NA,0.9887,0.3983,1,0.5091,NA,NA,NA,NA,NA,NA,0.997,0.4289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6696,1,0.7659,NA,NA,NA,NA,NA,NA,0.9121,0.3618,NA,NA,NA,NA,NA,NA,0.9995,0.4542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARHGAP1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75149411525553e-05,0.253419122478848,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.39203234437028e-13,0.430079487871582,1.56124067259573e-13,0.43870903135405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57738233790109e-05,0.284563640184568,1.21081127820438e-05,0.29340765904488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARHGAP5,NA,NA,NA,NA,4.06809641395584e-08,0.341115753984082,4.18947800364175e-09,0.344267340394472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.12567546535191e-10,0.391452870469307,1.29446695946967e-10,0.394583963394418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARL15,NA,NA,NA,NA,0,0.704,0,0.933,0,0.726,0,0.757,0,0.721,0,0.951,0,0.685,0,0.716,0,0.699,0,0.928,1,0.6753,0,0.728,NA,NA,0,0.534,NA,NA,NA,NA,0,0.704,0,0.933,0,0.588,0,0.619,0,0.732,0,0.962,0,0.83,0,0.861,0,0.693,0,0.923,1,0.6543,0,0.686,0,0.657,0,0.887,1,0.7188,0,0.695,NA,NA,0,0.482,1,0.5985,0,0.581,NA,NA,0,0.538,0.9996,0.4937,0,0.472
ARMCX6,NA,NA,NA,NA,3.8883365844054e-16,0.251091663543823,1.42866568522308e-18,0.257446378168226,NA,NA,NA,NA,5.57605543436558e-16,0.252796343266436,2.52185224611633e-18,0.259027376246526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.71502053948799e-16,0.268527407200196,NA,NA,NA,NA,0,0.369,0,0.385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.27350630459496e-13,0.267673147102494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ARSJ,NA,NA,NA,NA,1.27629182640433e-07,0.329277160814253,1.06884364808952e-07,0.533103616839545,0.00398183652569081,0.274924418843888,NA,NA,NA,NA,3.83785124229918e-06,0.333172352036326,NA,NA,NA,NA,NA,NA,9.74136704163814e-08,0.251677540689498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46554864886039e-06,0.571055175477147,8.2156053108343e-09,0.591867139014487,0.000658375121191659,0.287462751913069,6.63613875217778e-05,0.270687259264035,0.000397616371452083,0.260814824496696,1.39922956246927e-06,0.282581248432172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASAP1,NA,NA,NA,NA,0,0.959,0,0.992,0,0.701,0,0.705,0,0.954,0,0.986,0,0.801,0,0.806,0,0.95,0,0.983,0,0.808,0,0.812,0,0.366,0,0.399,NA,NA,NA,NA,0,0.946,0,0.978,0,0.496,0,0.501,0,0.957,0,0.99,0,0.952,0,0.956,0,0.936,0,0.968,0,0.497,0,0.501,0,0.931,0,0.964,0,0.756,0,0.76,0,0.402,0,0.435,0,0.319,0,0.323,0,0.371,0,0.403,1.03204273188577e-08,0.413994469265806,4.30438206817678e-09,0.425552342975606
ASAP2,NA,NA,NA,NA,0,0.339,0,0.34,NA,NA,NA,NA,1.63926713896332e-09,0.416482169212643,7.93774539457387e-11,0.417887607603783,NA,NA,NA,NA,5.94012127685329e-07,0.353850038595847,2.63335541480669e-08,0.355513657030967,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.532,0,0.534,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASCC3,NA,NA,NA,NA,NA,NA,8.12205027647423e-07,0.279056924647213,NA,NA,NA,NA,4.07504567300299e-06,0.424667162646837,2.39878036332015e-07,0.531430612995155,NA,NA,NA,NA,5.13581088109695e-06,0.462049973057049,4.78761755332448e-07,0.569143073987428,NA,NA,NA,NA,0.000692472647915573,0.314885777464861,1.81309727631915e-05,0.422163535720697,NA,NA,NA,NA,NA,NA,4.32261655213443e-06,0.329347293734768,NA,NA,NA,NA,5.36770830474141e-07,0.548988119444798,1.15439224724996e-07,0.655455842031787,1.85148407426787e-05,0.332513737601739,8.74456216742484e-06,0.342171432142351,NA,NA,NA,NA,NA,NA,NA,NA,2.94297905467641e-06,0.691075183012932,2.71566170402209e-06,0.798343160060946,9.21077851716867e-06,0.468275723653181,4.96275858930723e-06,0.477959666942659,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000265854176571436,0.366,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0438283468322097,0.356,NA,NA,NA,NA,NA,NA,0.000177345771279693,0.347,NA,NA,NA,NA,NA,NA,NA,NA
ATG13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9605,0.5193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATG2B,NA,NA,NA,NA,0.000699963517509547,0.281079817468142,2.86843829185386e-05,0.286729061685749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00021075046094032,0.370509507923004,1.03866621933645e-05,0.375436983801365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP5MC2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00271543677810185,0.315351540197265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP5MF,NA,NA,NA,NA,0.0378158289218189,0.306133839509887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ATP6AP1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116041649835467,0.320342078512814,NA,NA,NA,NA,NA,NA,0.00354096844698746,0.269623917817948,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AVL9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00285075487019803,0.285942635108132,0.00169189615869451,0.298791059269561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000152471332121952,0.264455624127603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AXIN1,NA,NA,NA,NA,0,0.412,0,0.562,2.964179173301e-05,0.276903973016153,0,0.31,0,0.496,0,0.647,0,0.32,0,0.375,0,0.484,0,0.635,0.00093126495387409,0.272023709385814,0,0.3,NA,NA,1.42096844905564e-05,0.262757676987963,NA,NA,NA,NA,0,0.388,0,0.539,NA,NA,3.59048563913564e-05,0.315796724497977,0,0.596,0,0.747,0,0.433,0,0.488,0,0.339,0,0.49,0.000265179163037857,0.251559912253679,1.81834178249e-06,0.329868350206889,0,0.528,0,0.679,1.20842321516806e-05,0.330457561045173,0,0.353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15055294833679e-06,0.319208298768919,NA,NA,NA,NA
BECN1,NA,NA,NA,NA,1,0.561,1,0.561,NA,NA,NA,NA,1,0.5594,1,0.5572,NA,NA,NA,NA,1,0.5008,1,0.5063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.7238,1,0.7285,NA,NA,NA,NA,0.943,0.3572,0.9703,0.3604,NA,NA,NA,NA,1,0.4954,1,0.4858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BPHL,NA,NA,NA,NA,NA,NA,NA,NA,0.000105049188476227,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000446186680694975,0.379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00174982813334373,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00063975941539234,0.387,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BTBD10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72837543349104e-09,0.38116278117699,1.27781592171937e-10,0.387776267133637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
BX890604.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0428084764331285,0.298482807748635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C12orf4,4.08829681048055e-08,0.3632825793001,NA,NA,3.26449302315317e-12,0.513504721823388,5.30933795552381e-11,0.931897394497496,6.122490426599e-11,0.595800283154839,5.3672835726586e-11,0.63295768283131,6.19492423643253e-08,0.39265689385884,1.5244054248261e-09,0.754047965968182,NA,NA,NA,NA,3.7961028404998e-06,0.38591785452739,1.95005775001221e-08,0.734129889319803,NA,NA,NA,NA,1.10183777601712e-05,0.298454683125953,NA,NA,NA,NA,NA,NA,NA,NA,1.25753573224383e-09,0.576883070801427,NA,NA,NA,NA,5.47016898990748e-08,0.563373239508066,1.11309603091055e-08,0.950758651480366,2.13570936681861e-06,0.369665710007421,5.57037134090708e-07,0.400257791702798,NA,NA,1.82146532939759e-10,0.588575598254703,NA,NA,NA,NA,8.50303459435113e-07,0.419109782047171,6.39535364946605e-09,0.780536434528723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.98191696388297e-05,0.303794215470466,NA,NA,NA,NA,NA,NA
C14orf132,NA,NA,NA,NA,0,0.551,0,0.597,2.4080897808753e-05,0.365746411630621,0.000119995708879035,0.347132690085625,0,0.611,0,0.656,5.05826043282786e-05,0.31450537062075,0.000330475629169129,0.296039011645285,0,0.412,0,0.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,0,0.375,NA,NA,NA,NA,0,0.632,0,0.678,0,0.358,0,0.349,2.06748930661142e-07,0.462750191413686,0,0.378,NA,NA,NA,NA,1.31146828264042e-06,0.480682532487471,0,0.415,3.99646929236732e-06,0.332464649090481,2.34301271170923e-05,0.31441555876378,NA,NA,0.000106195277531258,0.27426694020429,3.67117129384936e-05,0.326636597547643,0.000230680637154278,0.308221259533301,NA,NA,NA,NA,NA,NA,NA,NA
C14orf93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0247335295660247,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C7orf31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0394257166260595,0.349253366385935,NA,NA,0.9017,0.434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACNA1C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67008806839466e-09,0.255167938670461,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACNA2D1,NA,NA,NA,NA,3.59955192252205e-06,0.425095342449253,8.67274011539338e-07,0.43187505978979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26390907794734e-05,0.456705576585758,6.48086464314946e-06,0.463398465142701,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACNB1,NA,NA,NA,NA,7.3989175718644e-05,0.347831759439577,8.14165583920683e-08,0.531437352863712,NA,NA,NA,NA,0.0292200480232311,0.264016144311474,1.99876063372609e-06,0.352668052186349,NA,NA,NA,NA,0.0064995563195105,0.256631436785027,1.3569628133389e-06,0.373420576389577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.56948610277039e-06,0.36363836896349,NA,NA,NA,NA,0.000217485230596417,0.436460209626781,1.71749862862384e-08,0.51802953494744,NA,NA,NA,NA,NA,NA,0.000182786818408481,0.263399840842582,NA,NA,NA,NA,NA,NA,2.95804459694176e-05,0.293546054706706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CACNB4,NA,NA,NA,NA,1.82524154520525e-10,0.445,0,0.467,NA,NA,NA,NA,4.96235275912979e-08,0.268209691298876,0.000223775699106786,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.36892301278654e-05,0.307,1.26352753938709e-08,0.33,NA,NA,NA,NA,5.16134439989626e-06,0.379925444362798,4.86708775001714e-08,0.336726124912994,NA,NA,NA,NA,4.97326179915759e-08,0.279994690966613,1.30579478237476e-06,0.276414207601008,NA,NA,NA,NA,NA,NA,0,0.303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
