,dPSI_iPSC-4088-10x,dPSI_iPSC-4088-3x,dPSI_iPSC-4090-10x,dPSI_iPSC-4090-3x,dPSI_iPSC-4714-10x,dPSI_iPSC-4714-3x,dPSI_iPSC-4741-10x,dPSI_iPSC-4741-3x,dPSI_iPSC-4748-10x,dPSI_iPSC-4748-3x,dPSI_iPSC-5420-10x,dPSI_iPSC-5420-3x,dPSI_iPSC-6152-10x,dPSI_iPSC-6152-3x,dPSI_iPSC-6527-10x,dPSI_iPSC-6527-3x,dPSI_iPSC-6866-10x,dPSI_iPSC-6866-3x,dPSI_iPSC-6960-10x,dPSI_iPSC-6960-3x,dPSI_iPSC-9701-10x,dPSI_iPSC-9701-3x,dPSI_NGN2-4088-10x,dPSI_NGN2-4088-3x,dPSI_NGN2-4090-10x,dPSI_NGN2-4090-3x,dPSI_NGN2-4714-10x,dPSI_NGN2-4714-3x,dPSI_NGN2-4741-10x,dPSI_NGN2-4741-3x,dPSI_NGN2-4748-10x,dPSI_NGN2-4748-3x,dPSI_NGN2-5420-10x,dPSI_NGN2-5420-3x,dPSI_NGN2-6152-10x,dPSI_NGN2-6152-3x,dPSI_NGN2-6527-10x,dPSI_NGN2-6527-3x,dPSI_NGN2-6866-10x,dPSI_NGN2-6866-3x,dPSI_NGN2-6960-10x,dPSI_NGN2-6960-3x,dPSI_NGN2-9701-10x,dPSI_NGN2-9701-3x,minpadj_maxPdPSI_iPSC-4088-10x,minpadj_maxPdPSI_iPSC-4088-3x,minpadj_maxPdPSI_iPSC-4090-10x,minpadj_maxPdPSI_iPSC-4090-3x,minpadj_maxPdPSI_iPSC-4714-10x,minpadj_maxPdPSI_iPSC-4714-3x,minpadj_maxPdPSI_iPSC-4741-10x,minpadj_maxPdPSI_iPSC-4741-3x,minpadj_maxPdPSI_iPSC-4748-10x,minpadj_maxPdPSI_iPSC-4748-3x,minpadj_maxPdPSI_iPSC-5420-10x,minpadj_maxPdPSI_iPSC-5420-3x,minpadj_maxPdPSI_iPSC-6152-10x,minpadj_maxPdPSI_iPSC-6152-3x,minpadj_maxPdPSI_iPSC-6527-10x,minpadj_maxPdPSI_iPSC-6527-3x,minpadj_maxPdPSI_iPSC-6866-10x,minpadj_maxPdPSI_iPSC-6866-3x,minpadj_maxPdPSI_iPSC-6960-10x,minpadj_maxPdPSI_iPSC-6960-3x,minpadj_maxPdPSI_iPSC-9701-10x,minpadj_maxPdPSI_iPSC-9701-3x,minpadj_maxPdPSI_NGN2-4088-10x,minpadj_maxPdPSI_NGN2-4088-3x,minpadj_maxPdPSI_NGN2-4090-10x,minpadj_maxPdPSI_NGN2-4090-3x,minpadj_maxPdPSI_NGN2-4714-10x,minpadj_maxPdPSI_NGN2-4714-3x,minpadj_maxPdPSI_NGN2-4741-10x,minpadj_maxPdPSI_NGN2-4741-3x,minpadj_maxPdPSI_NGN2-4748-10x,minpadj_maxPdPSI_NGN2-4748-3x,minpadj_maxPdPSI_NGN2-5420-10x,minpadj_maxPdPSI_NGN2-5420-3x,minpadj_maxPdPSI_NGN2-6152-10x,minpadj_maxPdPSI_NGN2-6152-3x,minpadj_maxPdPSI_NGN2-6527-10x,minpadj_maxPdPSI_NGN2-6527-3x,minpadj_maxPdPSI_NGN2-6866-10x,minpadj_maxPdPSI_NGN2-6866-3x,minpadj_maxPdPSI_NGN2-6960-10x,minpadj_maxPdPSI_NGN2-6960-3x,minpadj_maxPdPSI_NGN2-9701-10x,minpadj_maxPdPSI_NGN2-9701-3x
DCAF17,NA,NA,NA,NA,NA,NA,0.344,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490880651204327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.338,NA,NA,NA,NA,NA,0.26609632390875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.0540647872e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00276146852079674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02790165613e-13,NA,NA,NA,NA,NA,0.0250850990060865,NA,NA,NA,NA,NA,NA,NA,NA,NA
DCUN1D4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.371064542920887,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.901089778415247,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX3Y,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.346854445162283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00064311278409258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00324182866566,NA,NA,NA,NA,NA,NA,NA,NA,NA
DDX42,NA,NA,NA,NA,NA,NA,0.400722709383404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.295771865318697,NA,NA,NA,0.419304571499562,NA,0.70441797292074,NA,NA,NA,0.306437192247773,NA,0.322546038596823,NA,NA,NA,NA,NA,0.253049911816289,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.78397662114714e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00315391404605241,NA,NA,NA,0.00310005171234754,NA,1.2495565213937e-06,NA,NA,NA,0.00214738854100544,NA,0.00265579772391218,NA,NA,NA,NA,NA,0.000156690207690354,NA,NA,NA
DENND1A,0.507361757566584,NA,NA,NA,NA,NA,-0.532062108492241,NA,NA,NA,0.575743939304284,NA,0.382079374403936,NA,NA,NA,0.68798375535541,NA,NA,NA,NA,NA,0.966180226741753,0.699129837691976,0.883237097611459,0.383883609116623,0.921525270669062,0.453567392903861,0.826124904135145,NA,0.888972383008311,0.34788080791909,0.926796407011788,0.657180602849453,0.881757257010398,0.440749647727287,0.826951032664529,0.346918409000038,0.91620935692043,0.572787487217642,0.893342706057173,0.486466887232788,0.811228345301777,0.379841591774223,7.36200920955694e-07,NA,NA,NA,NA,NA,0.995856951874558,NA,NA,NA,7.96656583698915e-05,NA,1.93227469718924e-05,NA,NA,NA,1.57879026516307e-05,NA,NA,NA,NA,NA,6.27011416664825e-08,6.58365444506654e-08,2.07231489200755e-06,1.0791701731567e-05,4.78070302741611e-09,2.64991439178446e-06,1.73169922490498e-06,NA,5.89913780560513e-08,1.43614993128853e-06,1.64497349084854e-07,8.68418450042213e-06,2.40364581947541e-07,1.98581115043755e-05,1.66145612316234e-07,1.70125123708361e-05,2.66944873150062e-07,1.21839254186826e-06,3.06026618201269e-07,2.9311787007187e-06,2.01387629097895e-08,1.93810861731069e-05
DENND1B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.551946481543402,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00506643673731662,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND4A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.329399208974587,NA,NA,NA,0.415406824034582,NA,NA,NA,NA,NA,0.352246307572935,NA,NA,NA,NA,NA,0.327488115057084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00383089868353974,NA,NA,NA,0.00264377684770296,NA,NA,NA,NA,NA,0.0025234287916866,NA,NA,NA,NA,NA,0.00044321431821417,NA,NA,NA,NA,NA
DENND5A,NA,NA,NA,NA,0.309188760167618,NA,-0.368,-0.364,NA,NA,0.326018013123046,NA,0.451425158526597,NA,NA,NA,0.372202719071403,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.801,NA,-0.348,-0.313,NA,NA,NA,NA,-0.371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.07377298934611e-06,NA,0,0,NA,NA,1.27309577260035e-05,NA,2.24253016693286e-05,NA,NA,NA,0.000145871079384705,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
DGKA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.473,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DGKB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.266737829238249,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00357005663890573,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DGKI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.525251804770325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.67166724615082e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHFR,0.55147050456983,NA,0.499002305445189,NA,0.61117548266134,NA,0.492776026777365,NA,0.527816857232746,NA,0.351062703181244,NA,0.36125234252148,NA,0.327854779574601,NA,0.628675514729895,0.274532027602303,0.417859723157398,NA,0.403746365573891,NA,0.757723134644184,0.539191980142415,0.720291560241404,0.464260951270001,0.820494570504951,0.645815325074288,0.748281456089413,0.295502941093558,0.705981599323471,0.521993975745467,0.613451707774844,0.290300601296613,0.679853666536198,NA,0.682616653145718,NA,0.624511391242153,0.392871345634654,0.791812141454751,0.368251446677182,0.653445332182003,NA,1.94277561656494e-09,NA,9.99037324593932e-07,NA,5.03386593355255e-08,NA,4.5478598000867e-07,NA,8.09561613641074e-10,NA,5.31355362323099e-08,NA,1.02462321106697e-07,NA,1.26222052801275e-07,NA,2.4574597614339e-08,1.37864523118818e-07,6.48583057665105e-08,NA,1.3331511214011e-06,NA,6.47303880840142e-06,1.31427954156834e-05,1.84412427780498e-06,0.000589120731522476,7.05513283979256e-07,3.55372241849551e-05,9.99935971408565e-07,0.00347745007325319,2.12341667338526e-05,5.65763763246292e-05,0.000373205755173558,0.000446720812566818,1.00080565710325e-06,NA,4.78901311942317e-05,NA,9.77282409116697e-05,0.00017345540196554,1.5673132431189e-06,0.000910216395606733,3.61146213871578e-06,NA
DIAPH3,NA,NA,NA,NA,-0.484541081766475,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.994788378017239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLG5,0.520175336731568,NA,NA,NA,NA,NA,0.250011974246909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.803621874460514,0.318336778970975,0.614124009875497,NA,NA,NA,0.386488542947711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.326281292085629,NA,0.00860648802802597,NA,NA,NA,NA,NA,0.00622977140058338,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.39889141229071e-05,0.00340065101484623,7.97624550434407e-08,NA,NA,NA,0.000147049161504765,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00822542067817051,NA
DLGAP1,NA,NA,NA,NA,0.320389037823667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000988880775517899,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLGAP4,-0.324,0.307137361435869,0.342675443805606,NA,0.436260633037288,NA,0.427968540231067,NA,0.404807835992456,NA,-0.318,0.303115624707653,0.465864800570679,0.263998259994956,0.388957201796755,NA,-0.456,0.34763013902808,0.371778852722104,NA,0.40165874157933,NA,-0.635,-0.477,-0.553,-0.343,-0.633,-0.42,-0.552,-0.604,-0.596,-0.327,-0.623,-0.472,-0.593,-0.371,-0.558,-0.329,-0.627,-0.393,-0.634,-0.392,-0.553,-0.317,0,0.000102060394030887,0.000159613189230703,NA,2.46198376219962e-07,NA,6.26603967507795e-06,NA,4.25274833392677e-05,NA,0,4.93016932808929e-06,9.68301599246383e-08,5.54415577918176e-06,2.67194850061353e-05,NA,0,4.60411791436522e-06,2.58197427183017e-06,NA,3.79871538331308e-06,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DMAC2L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.320804454967485,NA,0.417105818632266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0176404870151603,NA,0.905238591557933,NA,NA,NA,NA,NA,NA,NA,NA,NA
DMTF1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.453511016425836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.950007712955861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.343052295296351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.392224453690068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000202866446261408,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.925356596054527,NA,NA,NA
DNASE1L1,NA,NA,NA,NA,-0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.86928028242e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCK3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.305340558183148,NA,0.358710808016869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6129313361841e-07,NA,8.60709887927661e-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DOCK7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.317,NA,NA,NA,NA,NA,NA,-0.429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.75788664035e-07,NA,NA,NA,NA,NA,NA,0.0427872734403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH1,NA,NA,NA,NA,0.392271149620635,NA,0.347524837722216,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.504422155588135,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.396211680343594,NA,0.501173088899492,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00017266707271024,NA,0.000323672383119897,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73025923280106e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97245836659443,NA,2.18096542688668e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.428580042553404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.907106273348763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPY19L3,NA,NA,NA,NA,0.364,0.314,0.365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.40222263884e-05,0.00134093975627,0.000448510948499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000975110886224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPY30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.665567681235028,NA,0.462137556081888,NA,0.732417846223029,NA,0.786217246558463,-0.89184239525638,0.543875844046999,NA,0.435972487173793,NA,0.671019577990112,NA,0.459137132999475,NA,-0.8223113194651,NA,-0.63585683656708,NA,0.527701059655511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.999959500137427,NA,1,NA,1,0.999999999998137,0.999999999914869,NA,0.99793999154705,NA,1,NA,0.999980216488454,NA,0.999999999620462,NA,0.999999999999993,NA,0.999998233776535,NA
DRG2,NA,NA,NA,-0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.304,NA,-0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00125271163476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00277773153063,NA,0.0017177312069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00335283402875,NA,NA,NA,NA,NA,NA,NA,NA,NA
DTWD1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.255842214465218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0258079275104878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYRK1A,NA,NA,NA,NA,NA,NA,0.401902086612421,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53059867549832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82938967509913e-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000115148850730115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DYSF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.426095543436886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.909591091316815,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EGLN1,NA,NA,NA,NA,NA,0.367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.91550079277e-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EIF2D,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.329,NA,-0.368,-0.319,NA,NA,NA,NA,-0.411,NA,NA,NA,-0.314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000129121412151,NA,4.83143255133e-12,0.000455797579122,NA,NA,NA,NA,9.22936471865e-08,NA,NA,NA,0.0120460208112,NA,NA,NA,NA,NA
EIF4G2,-0.51321255210778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.997579394159294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.393485002403969,NA,NA,NA,NA,NA,0.356,NA,NA,NA,0.331,NA,0.49,NA,NA,NA,0.318,NA,0.373,NA,NA,NA,0.333,NA,NA,NA,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0333187127186602,NA,NA,NA,NA,NA,0,NA,NA,NA,4.54358772828e-13,NA,0,NA,NA,NA,4.32571743919e-07,NA,0,NA,NA,NA,3.12472999856e-10,NA,NA,NA,1.15558207448e-10,NA
ELP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5201577925366,NA,NA,NA,-0.458,NA,NA,NA,-0.421901909505212,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.507104223580843,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.999614855357749,NA,NA,NA,0,NA,NA,NA,0.957573854296555,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99826459789188,NA,NA,NA
ELP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25145739004422,NA,NA,NA,0.261726125686327,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0436705950537932,NA,NA,NA,0.0164668358910358,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
