"TST_ID","Plate_Name","Well","Well_Row","Well_Column","Sample_Name","Sample_Type","Sample_Process","Concentration","Volume","RIN","Organism","Treatment","Status_Time","Sapio_Profile","Sapio_Submission_ID","Sapio_Request_ID","Sapio_Request_Name","Sapio_Plate_ID","Sapio_Plate_Name","Sapio_Sample_ID","Sapio_URL","ID","Intragenic_Rate","Exonic_Rate","Mapping_Rate","Genes_Detected","Mean_Per_Base_Cov.","Estimated_Library_Size","Mapped","Intergenic_Rate","Total_Purity_Filtered_Reads_Sequenced","Intronic_Rate","Fragment_Length_Mean","rRNA_rate","No._Covered_x5p","Duplication_Rate_of_Mapped"
"TST12086","Plate2","B6","B",6,"iPSC-BIO-2195127-10x-3","RNA","ELN Illumina RNA Sequencing",177.3,14,10,"Homo sapiens","iPSC_2195127_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913478,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913478;view=dataRecord",32310,0.96202034,0.89721406,0.9622038,27715,287.1371,0,191374490,0.037460133,198891858,0.06480633,496,0.004497303,891,0
"TST12086","Plate2","A8","A",8,"iPSC-BIO-2195127-10x-4","RNA","ELN Illumina RNA Sequencing",111.7,14,9.7,"Homo sapiens","iPSC_2195127_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913493,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913493;view=dataRecord",32325,0.9626529,0.89087,0.96265,28897,334.34946,0,227835608,0.036818553,236675444,0.071782924,540,0.003854743,923,0
"TST12086","Plate2","E1","E",1,"iPSC-BIO-2195127-3x-1","RNA","ELN Illumina RNA Sequencing",169.7,14,7.45,"Homo sapiens","iPSC_2195127_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913441,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913441;view=dataRecord",32273,0.96428293,0.88297,0.9680657,30475,356.7609,0,253770816,0.035240896,262142142,0.08131291,543,0.0038829392,940,0
"TST12086","Plate2","D3","D",3,"iPSC-BIO-2195127-3x-2","RNA","ELN Illumina RNA Sequencing",69.44,14,9.26,"Homo sapiens","iPSC_2195127_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913456,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913456;view=dataRecord",32288,0.9686584,0.8869459,0.9679533,27583,200.8048,0,137704520,0.030846128,142263580,0.08171248,424,0.004993927,911,0
"TST12086","Plate2","C5","C",5,"iPSC-BIO-2195127-3x-3","RNA","ELN Illumina RNA Sequencing",196.2,14,10,"Homo sapiens","iPSC_2195127_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913471,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913471;view=dataRecord",32303,0.96719724,0.9107548,0.95705414,27995,338.26968,0,220476638,0.032278188,230370078,0.056442432,557,0.0037153175,921,0
"TST12086","Plate2","B7","B",7,"iPSC-BIO-2195127-3x-4","RNA","ELN Illumina RNA Sequencing",115.4,14,8.75,"Homo sapiens","iPSC_2195127_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913486,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913486;view=dataRecord",32318,0.96539664,0.900636,0.96875453,28823,360.83514,0,238515083,0.034056786,246207968,0.06476066,547,0.0030926375,906,0
"TST12086","Plate2","E2","E",2,"iPSC-BIO-2195327-10x-1","RNA","ELN Illumina RNA Sequencing",157,14,7.47,"Homo sapiens","iPSC_2195327_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913449,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913449;view=dataRecord",32281,0.9673861,0.89356166,0.9682051,28538,278.81018,0,190913972,0.03212022,197183394,0.07382441,489,0.0037206581,921,0
"TST12086","Plate2","D4","D",4,"iPSC-BIO-2195327-10x-2","RNA","ELN Illumina RNA Sequencing",41.78,14,9.35,"Homo sapiens","iPSC_2195327_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913464,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913464;view=dataRecord",32296,0.9651805,0.88614666,0.9672648,28676,262.616,0,180571568,0.03432489,186682670,0.07903377,472,0.0044381195,916,0
"TST12086","Plate2","C6","C",6,"iPSC-BIO-2195327-10x-3","RNA","ELN Illumina RNA Sequencing",200,14,10,"Homo sapiens","iPSC_2195327_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913479,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913479;view=dataRecord",32311,0.9673333,0.9071511,0.9684267,27631,301.63696,0,198539982,0.032145455,205012912,0.06018226,509,0.004423307,898,0
"TST12086","Plate2","B8","B",8,"iPSC-BIO-2195327-10x-4","RNA","ELN Illumina RNA Sequencing",96.25,14,10,"Homo sapiens","iPSC_2195327_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913494,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913494;view=dataRecord",32326,0.96565515,0.88776,0.9649545,29078,309.3953,0,213658161,0.033822224,221417856,0.07789513,512,0.004313148,925,0
"TST12086","Plate2","D5","D",5,"iPSC-BIO-2195327-3x-3","RNA","ELN Illumina RNA Sequencing",205.7,14,9.57,"Homo sapiens","iPSC_2195327_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913472,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913472;view=dataRecord",32304,0.96632737,0.9096789,0.965621,27699,332.33362,0,217161505,0.033144526,224893100,0.05664853,531,0.0036890237,907,0
"TST12086","Plate2","C7","C",7,"iPSC-BIO-2195327-3x-4","RNA","ELN Illumina RNA Sequencing",125.2,14,9.87,"Homo sapiens","iPSC_2195327_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913487,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913487;view=dataRecord",32319,0.96703035,0.90050054,0.96607596,28305,298.41238,0,200391333,0.03243727,207428122,0.06652988,505,0.003926285,905,0
"TST12086","Plate2","B2","B",2,"iPSC-BIO-2197294-10x-1","RNA","ELN Illumina RNA Sequencing",155,14,7.58,"Homo sapiens","iPSC_2197294_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913446,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913446;view=dataRecord",32278,0.9695996,0.8995446,0.9698832,29112,360.92752,0,241460353,0.029896718,248958170,0.07005499,568,0.0034357898,922,0
"TST12086","Plate2","A4","A",4,"iPSC-BIO-2197294-10x-2","RNA","ELN Illumina RNA Sequencing",46.33,14,9.07,"Homo sapiens","iPSC_2197294_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913461,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913461;view=dataRecord",32293,0.9722165,0.8959303,0.9639983,28320,251.34955,0,170196525,0.027283965,176552720,0.07628616,465,0.0041295653,919,0
"TST12086","Plate2","H5","H",5,"iPSC-BIO-2197294-10x-3","RNA","ELN Illumina RNA Sequencing",219.3,14,9.77,"Homo sapiens","iPSC_2197294_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913476,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913476;view=dataRecord",32308,0.97285295,0.91712886,0.96449494,27189,284.24222,0,183673351,0.026610803,190434730,0.05572406,491,0.0042068954,892,0
"TST12086","Plate2","G7","G",7,"iPSC-BIO-2197294-10x-4","RNA","ELN Illumina RNA Sequencing",113.8,14,9.61,"Homo sapiens","iPSC_2197294_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913491,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913491;view=dataRecord",32323,0.969755,0.89984095,0.96664757,28539,302.60483,0,204049735,0.029720359,211090092,0.06991406,506,0.0041677514,920,0
"TST12086","Plate2","B3","B",3,"iPSC-BIO-2197294-3x-2","RNA","ELN Illumina RNA Sequencing",54.24,14,8.57,"Homo sapiens","iPSC_2197294_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913454,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913454;view=dataRecord",32286,0.96406454,0.8872522,0.9676327,28720,286.3512,0,194109455,0.03542316,200602420,0.076812305,490,0.0033084746,918,0
"TST12086","Plate2","A5","A",5,"iPSC-BIO-2197294-3x-3","RNA","ELN Illumina RNA Sequencing",222.6,14,10,"Homo sapiens","iPSC_2197294_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913469,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913469;view=dataRecord",32301,0.9699139,0.91563356,0.9660968,26745,265.5068,0,171489812,0.029557733,177507892,0.05428034,482,0.0038747855,890,0
"TST12086","Plate2","H6","H",6,"iPSC-BIO-2197294-3x-4","RNA","ELN Illumina RNA Sequencing",126.3,14,9.76,"Homo sapiens","iPSC_2197294_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913484,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913484;view=dataRecord",32316,0.96319306,0.89757645,0.96364766,28082,308.79877,0,204872755,0.03626366,212601308,0.065616585,502,0.0040039453,908,0
"TST12086","Plate2","G2","G",2,"iPSC-DMSO-1","RNA","ELN Illumina RNA Sequencing",103.6,14,9.16,"Homo sapiens","iPSC_DMSO","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913451,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913451;view=dataRecord",32283,0.9657312,0.8930716,0.9672295,28610,289.92236,0,198542010,0.03377039,205268790,0.0726596,487,0.003515693,917,0
"TST12086","Plate2","F4","F",4,"iPSC-DMSO-2","RNA","ELN Illumina RNA Sequencing",22.58,14,9.11,"Homo sapiens","iPSC_DMSO","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913466,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913466;view=dataRecord",32298,0.9673619,0.8957599,0.96891475,28671,304.7954,0,204012600,0.032120917,210557864,0.07160209,497,0.0037080925,924,0
"TST12086","Plate2","E6","E",6,"iPSC-DMSO-3","RNA","ELN Illumina RNA Sequencing",109.9,14,10,"Homo sapiens","iPSC_DMSO","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913481,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913481;view=dataRecord",32313,0.96275824,0.88982284,0.96712244,28105,281.65762,0,191296552,0.036696628,197799708,0.072935455,482,0.004019313,908,0
"TST12086","Plate2","D8","D",8,"iPSC-DMSO-4","RNA","ELN Illumina RNA Sequencing",125.7,14,9.43,"Homo sapiens","iPSC_DMSO","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913496,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913496;view=dataRecord",32328,0.96919364,0.90032095,0.96522486,28585,290.86038,0,195633803,0.030258507,202682114,0.06887266,490,0.0038097787,902,0
"TST12086","Plate1","E8","E",8,"iPSC-DMSO-bridge-a","RNA","ELN Illumina RNA Sequencing",90.41,7,9.98,"Homo sapiens","iPSC_DMSO_bridge","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913427,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913427;view=dataRecord",32259,0.9634493,0.8958794,0.97204924,27373,298.4182,0,193367256,0.035985485,198927434,0.067569874,523,0.0035346958,918,0
"TST12086","Plate2","E8","E",8,"iPSC-DMSO-bridge-b","RNA","ELN Illumina RNA Sequencing",90.41,7,9.98,"Homo sapiens","iPSC_DMSO_bridge","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913365,"BRP100563",1913497,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913497;view=dataRecord",32329,0.96625775,0.8997917,0.9629205,27564,255.47798,0,170047115,0.033192605,176595190,0.06646598,461,0.0033717793,900,0
"TST12086","Plate3","E8","E",8,"iPSC-DMSO-bridge-c","RNA","ELN Illumina RNA Sequencing",90.41,7,9.98,"Homo sapiens","iPSC_DMSO_bridge","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913366,"BRP100564",1913567,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913567;view=dataRecord",32399,0.96691346,0.8994412,0.9678013,27804,300.9211,0,198633838,0.03252866,205242390,0.06747226,514,0.0033789268,918,0
"TST12086","Plate1","B2","B",2,"NGN2-BIO-1755497-10x-1","RNA","ELN Illumina RNA Sequencing",29.01,15,5.69,"Homo sapiens","NGN2_1755497_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913376,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913376;view=dataRecord",32208,0.9645385,0.9025683,0.9719858,27277,242.19252,0,185040306,0.034014158,190373452,0.061970234,476,0.009989765,888,0
"TST12086","Plate1","A4","A",4,"NGN2-BIO-1755497-10x-2","RNA","ELN Illumina RNA Sequencing",28.69,15,7.62,"Homo sapiens","NGN2_1755497_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913391,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913391;view=dataRecord",32223,0.9662524,0.90930444,0.96903676,26856,245.40942,0,181419101,0.032264743,187215916,0.056947954,492,0.010825548,911,0
"TST12086","Plate1","H5","H",5,"NGN2-BIO-1755497-10x-3","RNA","ELN Illumina RNA Sequencing",33.18,17,6.66,"Homo sapiens","NGN2_1755497_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913406,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913406;view=dataRecord",32238,0.9657548,0.90759563,0.97051764,27239,269.15308,0,199388513,0.03270673,205445534,0.058159158,511,0.01022674,907,0
"TST12086","Plate1","G7","G",7,"NGN2-BIO-1755497-10x-4","RNA","ELN Illumina RNA Sequencing",23.64,17,5.89,"Homo sapiens","NGN2_1755497_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913421,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913421;view=dataRecord",32253,0.9648778,0.874172,0.71312577,20813,93.87464,0,101795898,0.03423643,142746060,0.0907058,224,0.0306595,491,0
"TST12086","Plate1","C1","C",1,"NGN2-BIO-1755497-3x-1","RNA","ELN Illumina RNA Sequencing",26.97,15,6.73,"Homo sapiens","NGN2_1755497_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913369,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913369;view=dataRecord",32201,0.96678877,0.90862674,0.9735837,28404,322.25522,0,241863661,0.031685546,248426162,0.05816198,547,0.010296291,904,0
"TST12086","Plate1","B3","B",3,"NGN2-BIO-1755497-3x-2","RNA","ELN Illumina RNA Sequencing",30.28,15,7.79,"Homo sapiens","NGN2_1755497_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913384,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913384;view=dataRecord",32216,0.9643314,0.90796787,0.97084045,26760,236.52531,0,172883770,0.034100287,178076402,0.05636357,470,0.011148642,892,0
"TST12086","Plate1","A5","A",5,"NGN2-BIO-1755497-3x-3","RNA","ELN Illumina RNA Sequencing",26.1,17,4.76,"Homo sapiens","NGN2_1755497_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913399,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913399;view=dataRecord",32231,0.9675839,0.90798753,0.9708374,27169,235.8539,0,177952030,0.03086988,183297450,0.059596427,474,0.010046119,898,0
"TST12086","Plate1","H6","H",6,"NGN2-BIO-1755497-3x-4","RNA","ELN Illumina RNA Sequencing",29.42,17,5.76,"Homo sapiens","NGN2_1755497_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913414,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913414;view=dataRecord",32246,0.96447676,0.90166384,0.971375,27088,237.29274,0,183547666,0.034047358,188956542,0.06281295,478,0.010830935,901,0
"TST12086","Plate1","A2","A",2,"NGN2-BIO-2006152-10x-1","RNA","ELN Illumina RNA Sequencing",27.36,15,6.28,"Homo sapiens","NGN2_2006152_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913375,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913375;view=dataRecord",32207,0.9643555,0.9007851,0.97124356,28102,287.93756,0,219085081,0.034183294,225571730,0.06357047,527,0.009525441,900,0
"TST12086","Plate1","H3","H",3,"NGN2-BIO-2006152-10x-2","RNA","ELN Illumina RNA Sequencing",22.5,15,8.35,"Homo sapiens","NGN2_2006152_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913390,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913390;view=dataRecord",32222,0.9668619,0.9118672,0.9712715,26357,226.39531,0,165325466,0.03159659,170215500,0.054994617,481,0.00979117,902,0
"TST12086","Plate1","G5","G",5,"NGN2-BIO-2006152-10x-3","RNA","ELN Illumina RNA Sequencing",36.28,17,6.28,"Homo sapiens","NGN2_2006152_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913405,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913405;view=dataRecord",32237,0.966269,0.90869445,0.97041535,27448,277.0807,0,205566819,0.032173835,211833840,0.057574593,521,0.0108754905,905,0
"TST12086","Plate1","F7","F",7,"NGN2-BIO-2006152-10x-4","RNA","ELN Illumina RNA Sequencing",27.58,17,5.58,"Homo sapiens","NGN2_2006152_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913420,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913420;view=dataRecord",32252,0.9665324,0.90383214,0.9711076,27994,279.15778,0,215520446,0.03202258,221932600,0.062700346,501,0.011200026,905,0
"TST12086","Plate1","A3","A",3,"NGN2-BIO-2006152-3x-2","RNA","ELN Illumina RNA Sequencing",35.47,15,7.18,"Homo sapiens","NGN2_2006152_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913383,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913383;view=dataRecord",32215,0.9625374,0.90451753,0.97278875,26998,248.40201,0,185224026,0.035928328,190405194,0.058019858,484,0.010837944,888,0
"TST12086","Plate1","H4","H",4,"NGN2-BIO-2006152-3x-3","RNA","ELN Illumina RNA Sequencing",27.61,17,7.68,"Homo sapiens","NGN2_2006152_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913398,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913398;view=dataRecord",32230,0.9693367,0.91177464,0.97047746,27110,250.14616,0,189464616,0.029122157,195228242,0.057561975,491,0.0103558125,897,0
"TST12086","Plate1","G6","G",6,"NGN2-BIO-2006152-3x-4","RNA","ELN Illumina RNA Sequencing",32.81,17,6.66,"Homo sapiens","NGN2_2006152_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913413,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913413;view=dataRecord",32245,0.96781236,0.9055965,0.9718467,27670,252.61914,0,190957618,0.030622648,196489446,0.06221583,477,0.010654471,903,0
"TST12086","Plate1","D2","D",2,"NGN2-BIO-2189972-10x-1","RNA","ELN Illumina RNA Sequencing",22.7,15,4.85,"Homo sapiens","NGN2_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913378,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913378;view=dataRecord",32210,0.9658311,0.90403485,0.9715357,27469,260.52936,0,198302829,0.032699216,204112762,0.061796285,508,0.009907014,907,0
"TST12086","Plate1","C4","C",4,"NGN2-BIO-2189972-10x-2","RNA","ELN Illumina RNA Sequencing",26.76,15,7.43,"Homo sapiens","NGN2_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913393,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913393;view=dataRecord",32225,0.9657695,0.9093818,0.97158074,27926,318.03162,0,233533989,0.032676622,240364978,0.05638772,539,0.010410984,899,0
"TST12086","Plate1","B6","B",6,"NGN2-BIO-2189972-10x-3","RNA","ELN Illumina RNA Sequencing",26.4,17,7.15,"Homo sapiens","NGN2_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913408,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913408;view=dataRecord",32240,0.9637853,0.90360785,0.9698208,27954,293.52454,0,222084531,0.03465918,228995418,0.060177423,524,0.010014807,914,0
"TST12086","Plate1","A8","A",8,"NGN2-BIO-2189972-10x-4","RNA","ELN Illumina RNA Sequencing",24.56,17,5.44,"Homo sapiens","NGN2_2189972_10x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913423,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913423;view=dataRecord",32255,0.9654952,0.9038322,0.9712919,28552,349.80713,0,259410633,0.032954592,267077938,0.061662965,579,0.010224716,910,0
"TST12086","Plate1","E1","E",1,"NGN2-BIO-2189972-3x-1","RNA","ELN Illumina RNA Sequencing",28.32,15,5.75,"Homo sapiens","NGN2_2189972_3x","12/19/22 14:55","Biogen_Production",400,1913363,"REQ100368",1913364,"BRP100562",1913371,"https://ngslims.biogen.com:8443/veloxClient/VeloxClient.html?app=5ad60a2e-9555-4011-95e8-8e7923ec0cdc#dataType=Sample;group=2;parentdataType=Plate;recordId=1913371;view=dataRecord",32203,0.9651165,0.9048318,0.9729638,27935,286.892,0,215404899,0.033358593,221390448,0.06028469,516,0.010277088,900,0
